stop_id,route_id,delay_at_stop_min,missed_time_window,distance_from_prev_km,planned_travel_min,stop_sequence,road_type,hour_of_day,day_of_week,traffic_level,weather_condition,is_rush_hour,precipitation_mm,hist_delay_probability,cumulative_delay_min,prev_stop_delay_min,time_window_slack_min,stop_progress_ratio,planned_speed_kmh,hist_slack_min,is_high_risk_weather,is_urban_road,traffic_weather_risk
STP-68220,RT-0043,20.9,1,32.63,43.5,7,1,3,1,2,4,0.0,1.4,0.267,67.7,21.1,65.0,0.7777777777777778,45.00689655172414,48.33,1,0,5
STP-64046,RT-0043,33.3,1,51.33,68.4,8,1,5,1,2,4,0.0,0.0,0.267,88.6,20.9,89.0,0.8888888888888888,45.02631578947368,72.33,1,0,5
STP-95799,RT-0043,25.5,1,47.18,62.9,9,1,6,1,2,4,0.0,0.0,0.267,121.89999999999999,33.3,64.0,1.0,45.00476947535771,47.33,1,0,5
STP-63636,RT-0044,7.7,0,24.59,22.7,1,2,17,2,1,5,0.0,0.0,0.3,0.0,0.0,77.0,0.16666666666666666,64.99559471365639,49.69,0,0,6
STP-24125,RT-0044,18.6,0,52.22,48.2,2,2,17,2,1,5,0.0,0.0,0.3,7.7,7.7,65.0,0.3333333333333333,65.00414937759336,37.69,0,0,6
STP-27647,RT-0044,5.6,0,13.96,12.9,3,2,18,2,1,5,0.0,0.0,0.3,26.3,18.6,60.0,0.5,64.93023255813954,32.69,0,0,6
STP-33226,RT-0044,9.6,0,20.12,18.6,4,2,19,2,1,5,0.0,21.9,0.3,31.9,5.6,90.0,0.6666666666666666,64.90322580645162,62.69,0,0,6
STP-64875,RT-0044,19.6,1,42.66,39.4,5,2,19,2,1,5,0.0,0.0,0.3,41.5,9.6,65.0,0.8333333333333334,64.96446700507614,37.69,0,0,6
STP-88974,RT-0044,8.6,1,20.53,19.0,6,2,20,2,1,5,1.0,13.7,0.3,61.1,19.6,73.0,1.0,64.83157894736843,56.0,0,0,6
STP-79979,RT-0045,14.1,0,29.67,39.6,1,1,12,2,1,1,0.0,22.2,0.267,0.0,0.0,89.0,0.1111111111111111,44.95454545454545,69.61,0,0,6
STP-31094,RT-0045,33.2,0,47.3,63.1,2,1,13,2,1,1,0.0,22.6,0.267,14.1,14.1,72.0,0.2222222222222222,44.97622820919175,52.61,0,0,6
STP-69322,RT-0045,33.5,1,59.54,79.4,3,1,15,2,1,1,0.0,0.0,0.267,47.300000000000004,33.2,77.0,0.3333333333333333,44.99244332493702,57.61,0,0,6
STP-47701,RT-0045,32.0,1,57.81,77.1,4,1,16,2,1,1,0.0,5.5,0.267,80.80000000000001,33.5,87.0,0.4444444444444444,44.98832684824903,59.69,0,0,6
STP-68073,RT-0045,28.0,1,45.34,60.5,5,1,17,2,1,1,0.0,0.0,0.267,112.80000000000001,32.0,62.0,0.5555555555555556,44.96528925619835,34.69,0,0,6
STP-35362,RT-0045,29.5,1,52.0,69.3,6,1,19,2,1,1,0.0,11.1,0.267,140.8,28.0,73.0,0.6666666666666666,45.02164502164502,45.69,0,0,6
STP-82954,RT-0045,1.2,1,2.17,2.9,7,1,19,2,1,1,0.0,0.0,0.267,170.3,29.5,62.0,0.7777777777777778,44.89655172413793,34.69,0,0,6
STP-91968,RT-0045,19.6,1,34.86,46.5,8,1,20,2,1,1,1.0,0.0,0.267,171.5,1.2,86.0,0.8888888888888888,44.98064516129032,65.83,0,0,6
STP-34100,RT-0045,5.1,1,9.01,12.0,9,1,20,2,1,1,0.0,0.0,0.267,191.1,19.6,78.0,1.0,45.05,57.83,0,0,6
STP-60577,RT-0046,4.0,0,45.43,30.3,1,0,6,6,3,5,0.0,22.2,0.133,0.0,0.0,67.0,0.16666666666666666,89.96039603960396,54.97,0,0,4
STP-48854,RT-0046,-0.1,0,50.8,33.9,2,0,7,6,3,5,0.0,26.5,0.133,4.0,4.0,79.0,0.3333333333333333,89.91150442477877,58.21,0,0,4
STP-92511,RT-0046,4.2,0,35.51,23.7,3,0,7,6,3,5,1.0,0.0,0.133,3.9,-0.1,66.0,0.5,89.89873417721519,45.21,0,0,4
STP-30152,RT-0046,6.7,0,50.6,33.7,4,0,8,6,3,5,0.0,0.0,0.133,8.1,4.2,61.0,0.6666666666666666,90.08902077151335,40.21,0,0,4
STP-43901,RT-0046,3.0,0,29.05,19.4,5,0,8,6,3,5,0.0,21.8,0.133,14.8,6.7,72.0,0.8333333333333334,89.84536082474227,51.21,0,0,4
STP-86756,RT-0046,3.0,0,31.68,21.1,6,0,9,6,3,5,0.0,0.0,0.133,17.8,3.0,89.0,1.0,90.08530805687204,68.21000000000001,0,0,4
STP-58906,RT-0047,1.7,0,38.41,35.5,1,2,20,0,3,1,1.0,0.0,0.1,0.0,0.0,90.0,0.14285714285714285,64.91830985915492,79.7,0,0,4
STP-21157,RT-0047,6.2,0,57.73,53.3,2,2,21,0,3,1,0.0,22.2,0.1,1.7,1.7,60.0,0.2857142857142857,64.98686679174484,49.7,0,0,4
STP-38939,RT-0047,8.5,0,32.94,30.4,3,2,22,0,3,1,0.0,17.5,0.1,7.9,6.2,77.0,0.42857142857142855,65.01315789473685,66.7,0,0,4
STP-82045,RT-0047,4.3,0,42.22,39.0,4,2,23,0,3,1,1.0,0.0,0.1,16.4,8.5,71.0,0.5714285714285714,64.95384615384614,60.7,0,0,4
STP-95914,RT-0047,1.5,0,22.68,20.9,5,2,23,0,3,1,1.0,0.0,0.1,20.7,4.3,75.0,0.7142857142857143,65.11004784688996,64.7,0,0,4
STP-29974,RT-0047,1.8,0,22.46,20.7,6,2,0,1,3,1,0.0,0.0,0.1,22.2,1.5,83.0,0.8571428571428571,65.10144927536233,77.71,0,0,4
STP-93995,RT-0047,1.3,0,25.96,24.0,7,2,1,1,3,1,0.0,7.5,0.1,24.0,1.8,68.0,1.0,64.89999999999999,62.71,0,0,4
STP-87337,RT-0048,-1.1,0,48.79,32.5,1,0,18,1,2,1,0.0,25.2,0.033,0.0,0.0,60.0,0.1111111111111111,90.07384615384616,44.85,0,0,2
STP-39269,RT-0048,-1.8,0,53.48,35.7,2,0,18,1,2,1,0.0,13.8,0.033,-1.1,-1.1,66.0,0.2222222222222222,89.88235294117645,50.85,0,0,2
STP-96858,RT-0048,0.7,0,47.61,31.7,3,0,19,1,2,1,0.0,0.0,0.033,-2.9000000000000004,-1.8,86.0,0.3333333333333333,90.11356466876971,70.85,0,0,2
STP-84162,RT-0048,0.8,0,28.06,18.7,4,0,20,1,2,1,0.0,0.0,0.033,-2.2,0.7,89.0,0.4444444444444444,90.03208556149733,85.67,0,0,2
STP-44649,RT-0048,-4.3,0,51.39,34.3,5,0,21,1,2,1,0.0,0.0,0.033,-1.4000000000000001,0.8,87.0,0.5555555555555556,89.89504373177843,83.67,0,0,2
STP-15230,RT-0048,-2.9,0,43.26,28.8,6,0,21,1,2,1,0.0,20.5,0.033,-5.7,-4.3,63.0,0.6666666666666666,90.12499999999999,59.67,0,0,2
STP-95678,RT-0048,-3.1,0,42.39,28.3,7,0,22,1,2,1,0.0,22.3,0.033,-8.6,-2.9,70.0,0.7777777777777778,89.87279151943463,66.67,0,0,2
STP-56255,RT-0048,1.4,0,31.82,21.2,8,0,23,1,2,1,0.0,0.0,0.033,-11.7,-3.1,71.0,0.8888888888888888,90.05660377358491,67.67,0,0,2
STP-20104,RT-0048,-1.4,0,20.46,13.6,9,0,23,1,2,1,0.0,0.0,0.033,-10.299999999999999,1.4,61.0,1.0,90.26470588235296,57.67,0,0,2
STP-43850,RT-0049,3.5,0,33.26,49.9,1,3,0,5,3,1,0.0,0.0,0.1,0.0,0.0,88.0,0.14285714285714285,39.991983967935866,77.18,0,1,4
STP-38389,RT-0049,4.8,0,39.95,59.9,2,3,1,5,3,1,0.0,0.0,0.1,3.5,3.5,89.0,0.2857142857142857,40.01669449081803,78.18,0,1,4
STP-33839,RT-0049,7.3,0,27.39,41.1,3,3,2,5,3,1,0.0,14.3,0.1,8.3,4.8,83.0,0.42857142857142855,39.98540145985401,72.18,0,1,4
STP-27329,RT-0049,10.4,0,37.84,56.8,4,3,3,5,3,1,0.0,10.5,0.1,15.600000000000001,7.3,74.0,0.5714285714285714,39.971830985915496,63.18,0,1,4
STP-90576,RT-0049,13.3,0,47.81,71.7,5,3,4,5,3,1,1.0,0.0,0.1,26.0,10.4,89.0,0.7142857142857143,40.00836820083682,78.18,0,1,4
STP-10157,RT-0049,2.5,0,20.52,30.8,6,3,5,5,3,1,0.0,20.8,0.1,39.3,13.3,68.0,0.8571428571428571,39.97402597402598,57.18,0,1,4
STP-73192,RT-0049,5.5,0,21.44,32.2,7,3,6,5,3,1,0.0,0.0,0.1,41.8,2.5,90.0,1.0,39.950310559006205,79.18,0,1,4
STP-23970,RT-0050,2.6,0,45.1,30.1,1,0,12,4,2,2,0.0,0.0,0.15,0.0,0.0,90.0,0.1,89.90033222591362,77.46000000000001,0,0,3
STP-62095,RT-0050,-0.2,0,41.88,27.9,2,0,13,4,2,2,0.0,21.9,0.15,2.6,2.6,63.0,0.2,90.06451612903227,50.46,0,0,3
STP-85713,RT-0050,2.4,0,31.25,20.8,3,0,13,4,2,2,0.0,22.2,0.15,2.4,-0.2,71.0,0.3,90.14423076923076,58.46,0,0,3
STP-76629,RT-0050,0.5,0,19.29,12.9,4,0,14,4,2,2,0.0,21.8,0.15,4.8,2.4,88.0,0.4,89.72093023255813,75.46000000000001,0,0,3
STP-29048,RT-0050,1.4,0,14.3,9.5,5,0,14,4,2,2,1.0,22.3,0.15,5.3,0.5,69.0,0.5,90.31578947368422,56.46,0,0,3
STP-62513,RT-0050,0.1,0,10.33,6.9,6,0,14,4,2,2,0.0,0.0,0.15,6.699999999999999,1.4,80.0,0.6,89.82608695652173,67.46000000000001,0,0,3
STP-96099,RT-0050,2.2,0,21.14,14.1,7,0,15,4,2,2,0.0,29.9,0.15,6.799999999999999,0.1,75.0,0.7,89.95744680851064,62.46,0,0,3
STP-14726,RT-0050,2.6,0,38.74,25.8,8,0,15,4,2,2,0.0,0.0,0.15,9.0,2.2,82.0,0.8,90.09302325581396,69.46000000000001,0,0,3
STP-36255,RT-0050,0.3,0,11.35,7.6,9,0,16,4,2,2,0.0,0.0,0.15,11.6,2.6,90.0,0.9,89.60526315789474,71.08,0,0,3
STP-46242,RT-0050,1.3,0,22.67,15.1,10,0,16,4,2,2,0.0,0.0,0.15,11.9,0.3,88.0,1.0,90.07947019867551,69.08,0,0,3
STP-86916,RT-0051,40.6,0,26.92,40.4,1,3,22,3,0,3,0.0,26.2,0.667,0.0,0.0,88.0,0.16666666666666666,39.98019801980198,48.93,1,1,16
STP-77699,RT-0051,36.5,1,24.51,36.8,2,3,23,3,0,3,0.0,16.0,0.667,40.6,40.6,77.0,0.3333333333333333,39.96195652173913,37.93,1,1,16
STP-56338,RT-0051,33.6,1,22.15,33.2,3,3,0,4,0,3,0.0,0.0,0.667,77.1,36.5,64.0,0.5,40.03012048192771,25.82,1,1,16
STP-44787,RT-0051,30.8,1,19.16,28.7,4,3,0,4,0,3,0.0,0.0,0.667,110.69999999999999,33.6,86.0,0.6666666666666666,40.055749128919864,47.82,1,1,16
STP-96956,RT-0051,30.7,1,21.59,32.4,5,3,1,4,0,3,1.0,0.0,0.667,141.5,30.8,90.0,0.8333333333333334,39.98148148148149,51.82,1,1,16
STP-85303,RT-0051,54.9,1,35.34,53.0,6,3,2,4,0,3,0.0,26.2,0.667,172.2,30.7,71.0,1.0,40.007547169811325,32.82,1,1,16
STP-52655,RT-0052,14.3,0,17.64,16.3,1,2,19,1,0,3,0.0,7.5,0.667,0.0,0.0,67.0,0.14285714285714285,64.93251533742331,15.810000000000002,1,0,16
STP-75374,RT-0052,20.7,0,23.19,21.4,2,2,20,1,0,3,0.0,0.0,0.667,14.3,14.3,89.0,0.2857142857142857,65.01869158878506,49.07,1,0,16
STP-85483,RT-0052,24.9,1,26.81,24.7,3,2,21,1,0,3,1.0,4.4,0.667,35.0,20.7,63.0,0.42857142857142855,65.12550607287449,23.07,1,0,16
STP-29601,RT-0052,42.5,1,43.76,40.4,4,2,22,1,0,3,0.0,0.0,0.667,59.9,24.9,63.0,0.5714285714285714,64.99009900990099,23.07,1,0,16
STP-49326,RT-0052,40.3,1,46.19,42.6,5,2,22,1,0,3,0.0,22.2,0.667,102.4,42.5,88.0,0.7142857142857143,65.05633802816901,48.07,1,0,16
STP-92557,RT-0052,10.3,1,11.88,11.0,6,2,23,1,0,3,0.0,25.4,0.667,142.7,40.3,71.0,0.8571428571428571,64.80000000000001,31.07,1,0,16
STP-99074,RT-0052,61.1,1,64.29,59.3,7,2,0,2,0,3,0.0,0.0,0.667,153.0,10.3,82.0,1.0,65.04890387858349,43.01,1,0,16
STP-89349,RT-0053,10.0,0,22.59,15.1,1,0,22,5,0,1,0.0,17.5,0.6,0.0,0.0,87.0,0.25,89.76158940397352,46.11,0,0,8
STP-34102,RT-0053,6.3,0,15.87,10.6,2,0,22,5,0,1,0.0,22.5,0.6,10.0,10.0,63.0,0.5,89.83018867924528,22.11,0,0,8
STP-72021,RT-0053,9.2,0,21.02,14.0,3,0,22,5,0,1,0.0,0.0,0.6,16.3,6.3,71.0,0.75,90.08571428571429,30.11,0,0,8
STP-61097,RT-0053,7.2,0,19.6,13.1,4,0,23,5,0,1,1.0,26.7,0.6,25.5,9.2,77.0,1.0,89.77099236641223,36.11,0,0,8
STP-80735,RT-0054,19.6,0,14.38,19.2,1,1,5,2,0,3,0.0,0.0,0.667,0.0,0.0,65.0,0.16666666666666666,44.9375,21.68,1,0,16
STP-27865,RT-0054,31.2,0,21.07,28.1,2,1,6,2,0,3,0.0,0.0,0.667,19.6,19.6,67.0,0.3333333333333333,44.989323843416365,23.68,1,0,16
STP-88250,RT-0054,41.6,1,24.98,33.3,3,1,6,2,0,3,0.0,0.0,0.667,50.8,31.2,62.0,0.5,45.00900900900901,18.68,1,0,16
STP-94671,RT-0054,32.5,1,21.87,29.2,4,1,7,2,0,3,1.0,1.2,0.667,92.4,41.6,66.0,0.6666666666666666,44.93835616438356,14.780000000000001,1,0,16
STP-99737,RT-0054,26.1,1,15.99,21.3,5,1,8,2,0,3,0.0,29.1,0.667,124.9,32.5,76.0,0.8333333333333334,45.04225352112675,24.78,1,0,16
STP-69682,RT-0054,45.9,1,30.14,40.2,6,1,8,2,0,3,0.0,0.0,0.667,151.0,26.1,72.0,1.0,44.98507462686567,20.78,1,0,16
STP-14159,RT-0055,5.2,0,8.04,7.4,1,2,9,3,0,5,0.0,7.5,0.633,0.0,0.0,61.0,0.16666666666666666,65.18918918918918,14.630000000000003,0,0,8
STP-42778,RT-0055,26.7,0,32.5,30.0,2,2,10,3,0,5,0.0,0.0,0.633,5.2,5.2,82.0,0.3333333333333333,65.0,41.36,0,0,8
STP-14392,RT-0055,28.8,0,41.51,38.3,3,2,10,3,0,5,0.0,25.4,0.633,31.9,26.7,76.0,0.5,65.02872062663185,35.36,0,0,8
STP-30789,RT-0055,35.1,1,45.81,42.3,4,2,11,3,0,5,0.0,0.0,0.633,60.7,28.8,68.0,0.6666666666666666,64.97872340425532,27.36,0,0,8
STP-16827,RT-0055,13.3,1,18.06,16.7,5,2,12,3,0,5,1.0,0.0,0.633,95.80000000000001,35.1,69.0,0.8333333333333334,64.88622754491018,28.36,0,0,8
STP-61879,RT-0055,9.3,1,11.82,10.9,6,2,12,3,0,5,0.0,0.0,0.633,109.10000000000001,13.3,76.0,1.0,65.06422018348624,35.36,0,0,8
STP-56945,RT-0056,17.3,0,42.04,38.8,1,2,7,1,1,5,0.0,6.3,0.3,0.0,0.0,85.0,0.1111111111111111,65.01030927835052,55.84,0,0,6
STP-34461,RT-0056,5.2,0,12.63,11.7,2,2,7,1,1,5,0.0,0.0,0.3,17.3,17.3,72.0,0.2222222222222222,64.76923076923077,42.84,0,0,6
STP-48754,RT-0056,10.2,0,21.54,19.9,3,2,8,1,1,5,0.0,0.0,0.3,22.5,5.2,76.0,0.3333333333333333,64.94472361809045,46.84,0,0,6
STP-57720,RT-0056,5.9,0,15.82,14.6,4,2,8,1,1,5,1.0,6.3,0.3,32.7,10.2,68.0,0.4444444444444444,65.01369863013699,38.84,0,0,6
STP-30202,RT-0056,5.4,0,11.7,10.8,5,2,9,1,1,5,0.0,0.0,0.3,38.6,5.9,71.0,0.5555555555555556,64.99999999999999,41.84,0,0,6
STP-14099,RT-0056,9.7,0,28.67,26.5,6,2,9,1,1,5,0.0,26.8,0.3,44.0,5.4,85.0,0.6666666666666666,64.91320754716982,55.84,0,0,6
STP-58018,RT-0056,5.0,0,12.06,11.1,7,2,10,1,1,5,0.0,22.2,0.3,53.7,9.7,78.0,0.7777777777777778,65.1891891891892,56.09,0,0,6
STP-93744,RT-0056,5.7,0,13.49,12.5,8,2,10,1,1,5,0.0,0.0,0.3,58.7,5.0,80.0,0.8888888888888888,64.752,58.09,0,0,6
STP-19225,RT-0056,26.0,1,57.24,52.8,9,2,11,1,1,5,0.0,1.7,0.3,64.4,5.7,89.0,1.0,65.04545454545455,67.09,0,0,6
STP-79979,RT-0057,0.9,0,34.74,52.1,1,3,18,1,2,5,0.0,7.8,0.067,0.0,0.0,64.0,0.125,40.007677543186176,49.13,0,1,2
STP-52395,RT-0057,3.4,0,26.74,40.1,2,3,19,1,2,5,0.0,28.1,0.067,0.9,0.9,77.0,0.25,40.00997506234414,62.13,0,1,2
STP-10025,RT-0057,0.7,0,22.97,34.5,3,3,20,1,2,5,1.0,0.0,0.067,4.3,3.4,80.0,0.375,39.947826086956525,76.51,0,1,2
STP-51275,RT-0057,9.2,0,47.74,71.6,4,3,21,1,2,5,0.0,0.0,0.067,5.0,0.7,86.0,0.5,40.00558659217878,82.51,0,1,2
STP-14946,RT-0057,7.2,0,45.13,67.7,5,3,22,1,2,5,0.0,0.0,0.067,14.2,9.2,86.0,0.625,39.99704579025111,82.51,0,1,2
STP-62402,RT-0057,0.4,0,7.91,11.9,6,3,23,1,2,5,0.0,19.0,0.067,21.4,7.2,71.0,0.75,39.88235294117647,67.51,0,1,2
STP-22499,RT-0057,0.4,0,4.61,6.9,7,3,23,1,2,5,0.0,18.0,0.067,21.799999999999997,0.4,65.0,0.875,40.08695652173913,61.51,0,1,2
STP-66925,RT-0057,4.1,0,31.55,47.3,8,3,0,2,2,5,1.0,0.0,0.067,22.199999999999996,0.4,73.0,1.0,40.02114164904863,66.41,0,1,2
STP-72371,RT-0058,-2.7,0,31.89,47.8,1,3,18,4,2,1,0.0,8.2,0.033,0.0,0.0,78.0,0.16666666666666666,40.02928870292887,63.56,0,1,2
STP-73035,RT-0058,-0.2,0,22.58,33.9,2,3,19,4,2,1,0.0,0.0,0.033,-2.7,-2.7,75.0,0.3333333333333333,39.9646017699115,60.56,0,1,2
STP-66369,RT-0058,-3.1,0,27.43,41.1,3,3,20,4,2,1,0.0,0.0,0.033,-2.9000000000000004,-0.2,88.0,0.5,40.043795620437955,87.33,0,1,2
STP-95905,RT-0058,-4.8,0,37.69,56.5,4,3,21,4,2,1,1.0,0.0,0.033,-6.0,-3.1,73.0,0.6666666666666666,40.024778761061945,72.33,0,1,2
STP-40603,RT-0058,0.3,0,12.24,18.4,5,3,21,4,2,1,0.0,1.5,0.033,-10.8,-4.8,60.0,0.8333333333333334,39.913043478260875,59.33,0,1,2
STP-47707,RT-0058,-1.1,0,20.67,31.0,6,3,22,4,2,1,0.0,0.0,0.033,-10.5,0.3,74.0,1.0,40.00645161290323,73.33,0,1,2
STP-16957,RT-0059,0.5,0,27.41,25.3,1,2,6,4,2,5,1.0,0.0,0.067,0.0,0.0,88.0,0.1,65.00395256916995,80.54,0,0,2
STP-59899,RT-0059,1.9,0,12.47,11.5,2,2,6,4,2,5,0.0,0.0,0.067,0.5,0.5,73.0,0.2,65.06086956521739,65.54,0,0,2
STP-70029,RT-0059,0.2,0,3.48,3.2,3,2,6,4,2,5,0.0,0.0,0.067,2.4,1.9,88.0,0.3,65.25,80.54,0,0,2
STP-99694,RT-0059,0.7,0,14.64,13.5,4,2,6,4,2,5,0.0,29.1,0.067,2.6,0.2,89.0,0.4,65.06666666666666,81.54,0,0,2
STP-13862,RT-0059,-2.0,0,42.88,39.6,5,2,7,4,2,5,1.0,0.0,0.067,3.3,0.7,76.0,0.5,64.96969696969697,62.22,0,0,2
STP-98866,RT-0059,0.8,0,27.67,25.5,6,2,8,4,2,5,0.0,26.3,0.067,1.2999999999999998,-2.0,66.0,0.6,65.10588235294118,52.22,0,0,2
STP-81071,RT-0059,-3.2,0,32.1,29.6,7,2,8,4,2,5,1.0,25.4,0.067,2.0999999999999996,0.8,82.0,0.7,65.06756756756756,68.22,0,0,2
STP-66369,RT-0059,-3.4,0,59.99,55.4,8,2,10,4,2,5,1.0,0.0,0.067,-1.1000000000000005,-3.2,68.0,0.8,64.971119133574,59.85,0,0,2
STP-25517,RT-0059,2.7,0,54.6,50.4,9,2,11,4,2,5,0.0,0.0,0.067,-4.5,-3.4,65.0,0.9,65.0,56.85,0,0,2
STP-93472,RT-0059,3.9,0,57.84,53.4,10,2,12,4,2,5,0.0,20.5,0.067,-1.7999999999999998,2.7,87.0,1.0,64.98876404494382,78.85,0,0,2
STP-39658,RT-0060,20.2,0,42.76,39.5,1,2,18,2,0,0,0.0,4.3,0.583,0.0,0.0,72.0,0.125,64.9518987341772,22.54,0,0,4
STP-18668,RT-0060,7.5,0,13.78,12.7,2,2,18,2,0,0,0.0,0.0,0.583,20.2,20.2,68.0,0.25,65.10236220472441,18.54,0,0,4
STP-15482,RT-0060,15.6,0,29.52,27.2,3,2,19,2,0,0,0.0,3.1,0.583,27.7,7.5,67.0,0.375,65.11764705882354,17.54,0,0,4
STP-69193,RT-0060,6.1,0,10.44,9.6,4,2,19,2,0,0,1.0,23.9,0.583,43.3,15.6,84.0,0.5,65.25,34.54,0,0,4
STP-77649,RT-0060,10.8,0,21.02,19.4,5,2,20,2,0,0,0.0,0.0,0.583,49.4,6.1,65.0,0.625,65.01030927835052,27.810000000000002,0,0,4
STP-17149,RT-0060,3.4,1,5.86,5.4,6,2,20,2,0,0,0.0,0.0,0.583,60.2,10.8,65.0,0.75,65.1111111111111,27.810000000000002,0,0,4
STP-81618,RT-0060,29.6,1,44.8,41.4,7,2,21,2,0,0,1.0,5.4,0.583,63.6,3.4,71.0,0.875,64.92753623188406,33.81,0,0,4
STP-95010,RT-0060,33.0,1,55.14,50.9,8,2,22,2,0,0,0.0,20.8,0.583,93.2,29.6,64.0,1.0,64.99803536345776,26.810000000000002,0,0,4
STP-50569,RT-0061,4.1,0,27.84,41.8,1,3,4,6,3,0,0.0,28.5,0.083,0.0,0.0,71.0,0.1,39.961722488038276,63.56,0,1,2
STP-75225,RT-0061,-1.0,0,23.01,34.5,2,3,5,6,3,0,0.0,0.0,0.083,4.1,4.1,75.0,0.2,40.01739130434783,67.56,0,1,2
STP-67917,RT-0061,5.6,0,51.85,77.8,3,3,6,6,3,0,1.0,0.0,0.083,3.0999999999999996,-1.0,75.0,0.3,39.987146529562985,67.56,0,1,2
STP-29432,RT-0061,3.1,0,13.08,19.6,4,3,7,6,3,0,0.0,0.0,0.083,8.7,5.6,84.0,0.4,40.0408163265306,70.89,0,1,2
STP-64651,RT-0061,11.7,0,63.37,95.1,5,3,8,6,3,0,0.0,8.5,0.083,11.799999999999999,3.1,73.0,0.5,39.981072555205046,59.89,0,1,2
STP-85886,RT-0061,1.0,0,42.76,64.1,6,3,9,6,3,0,1.0,0.0,0.083,23.5,11.7,77.0,0.6,40.024960998439944,63.89,0,1,2
STP-71710,RT-0061,7.3,0,37.17,55.8,7,3,11,6,3,0,0.0,9.9,0.083,24.5,1.0,83.0,0.7,39.96774193548388,75.9,0,1,2
STP-84890,RT-0061,4.2,0,39.85,59.8,8,3,12,6,3,0,0.0,0.0,0.083,31.8,7.3,90.0,0.8,39.98327759197325,82.9,0,1,2
STP-85385,RT-0061,2.7,0,22.64,34.0,9,3,13,6,3,0,0.0,7.8,0.083,36.0,4.2,79.0,0.9,39.95294117647059,71.9,0,1,2
STP-40503,RT-0061,2.1,0,37.36,56.0,10,3,14,6,3,0,0.0,28.5,0.083,38.7,2.7,89.0,1.0,40.028571428571425,81.9,0,1,2
STP-53684,RT-0062,-2.6,0,42.35,39.1,1,2,2,6,2,5,0.0,22.2,0.067,0.0,0.0,79.0,0.14285714285714285,64.98721227621483,71.54,0,0,2
STP-72797,RT-0062,-2.0,0,38.53,35.6,2,2,3,6,2,5,0.0,20.8,0.067,-2.6,-2.6,89.0,0.2857142857142857,64.93820224719101,81.54,0,0,2
STP-70616,RT-0062,1.4,0,21.56,19.9,3,2,3,6,2,5,0.0,0.0,0.067,-4.6,-2.0,90.0,0.42857142857142855,65.00502512562814,82.54,0,0,2
STP-12453,RT-0062,1.3,0,40.88,37.7,4,2,4,6,2,5,0.0,0.0,0.067,-3.1999999999999997,1.4,68.0,0.5714285714285714,65.06100795755968,60.54,0,0,2
STP-54453,RT-0062,-1.4,0,51.82,47.8,5,2,5,6,2,5,1.0,0.0,0.067,-1.8999999999999997,1.3,70.0,0.7142857142857143,65.0460251046025,62.54,0,0,2
STP-51222,RT-0062,1.7,0,25.8,23.8,6,2,6,6,2,5,0.0,0.0,0.067,-3.3,-1.4,89.0,0.8571428571428571,65.04201680672269,81.54,0,0,2
STP-49625,RT-0062,0.4,0,36.07,33.3,7,2,7,6,2,5,0.0,0.0,0.067,-1.5999999999999999,1.7,77.0,1.0,64.990990990991,63.22,0,0,2
STP-10538,RT-0063,15.6,0,36.44,54.7,1,3,21,5,3,3,0.0,25.2,0.167,0.0,0.0,71.0,0.16666666666666666,39.970749542961606,58.01,1,1,8
STP-96374,RT-0063,9.9,0,29.01,43.5,2,3,22,5,3,3,0.0,0.0,0.167,15.6,15.6,66.0,0.3333333333333333,40.01379310344828,53.01,1,1,8
STP-51831,RT-0063,19.7,0,33.37,50.1,3,3,23,5,3,3,0.0,0.0,0.167,25.5,9.9,66.0,0.5,39.96407185628742,53.01,1,1,8
STP-37076,RT-0063,6.6,0,16.59,24.9,4,3,23,5,3,3,0.0,21.2,0.167,45.2,19.7,67.0,0.6666666666666666,39.975903614457835,54.01,1,1,8
STP-54399,RT-0063,12.8,1,25.66,38.5,5,3,0,6,3,3,0.0,8.2,0.167,51.800000000000004,6.6,65.0,0.8333333333333334,39.989610389610384,50.43,1,1,8
STP-33459,RT-0063,23.5,1,44.59,66.9,6,3,1,6,3,3,0.0,0.0,0.167,64.60000000000001,12.8,64.0,1.0,39.99103139013453,49.43,1,1,8
STP-57638,RT-0064,29.2,0,31.58,42.1,1,1,20,6,0,0,0.0,0.0,0.583,0.0,0.0,90.0,0.1111111111111111,45.00712589073634,53.93,0,0,4
STP-56064,RT-0064,7.7,0,9.49,12.7,2,1,21,6,0,0,0.0,0.0,0.583,29.2,29.2,90.0,0.2222222222222222,44.83464566929135,53.93,0,0,4
STP-24022,RT-0064,11.2,0,14.36,19.1,3,1,21,6,0,0,0.0,0.0,0.583,36.9,7.7,63.0,0.3333333333333333,45.109947643979055,26.93,0,0,4
STP-30843,RT-0064,42.6,1,45.34,60.5,4,1,23,6,0,0,0.0,21.3,0.583,48.099999999999994,11.2,66.0,0.4444444444444444,44.96528925619835,29.93,0,0,4
STP-54852,RT-0064,27.3,1,29.63,39.5,5,1,23,6,0,0,0.0,13.1,0.583,90.69999999999999,42.6,88.0,0.5555555555555556,45.00759493670886,51.93,0,0,4
STP-82756,RT-0064,28.7,1,31.7,42.3,6,1,0,0,0,0,0.0,0.0,0.583,117.99999999999999,27.3,75.0,0.6666666666666666,44.9645390070922,38.72,0,0,4
