obs_id,timestamp,latitude,longitude,weather_condition,temperature_c,feels_like_c,precipitation_mm,precipitation_type,wind_speed_kmh,wind_direction_deg,humidity_pct,pressure_hpa,visibility_km,cloud_cover_pct,uv_index,road_surface_condition,delay_risk_score
WOB-20338,2025-05-13 06:00:00,39.803584,37.246354,cloudy,7.4,6.3,0.0,none,21.7,163,77.9,984.0,18.9,58.6,1.4,dry,0.127
WOB-20339,2025-05-13 09:00:00,39.328346,37.310535,cloudy,22.5,22.5,0.0,none,0.5,339,90.7,1000.3,6.6,75.7,7.9,dry,0.289
WOB-20340,2025-05-13 12:00:00,39.208899,37.395757,rain,18.9,18.1,9.0,rain,15.1,86,81.5,992.3,7.7,27.4,2.3,wet,0.595
WOB-20341,2025-05-13 15:00:00,39.319169,37.285537,snow,15.6,13.5,0.7,snow,42.1,20,38.7,999.9,11.3,26.2,6.6,icy,0.757
WOB-20342,2025-05-13 18:00:00,39.329578,37.13405,fog,16.2,14.5,0.0,none,34.8,145,72.1,980.9,2.7,23.2,0.6,dry,0.385
WOB-20343,2025-05-13 21:00:00,39.57712,36.924346,wind,15.7,15.0,0.0,none,14.7,82,49.4,1003.2,16.4,8.7,4.7,dry,0.185
WOB-20344,2025-05-14 00:00:00,39.522983,37.261353,rain,22.4,22.3,6.6,rain,1.3,164,56.0,1000.0,12.9,92.3,6.0,wet,0.488
WOB-20345,2025-05-14 03:00:00,39.696098,37.29926,clear,6.6,6.2,0.0,none,7.8,181,30.7,1008.6,9.2,22.8,1.4,dry,0.109
WOB-20346,2025-05-14 06:00:00,39.356052,36.877927,fog,7.3,6.0,0.0,none,25.5,101,81.1,985.7,1.6,64.3,6.3,dry,0.425
WOB-20347,2025-05-14 09:00:00,39.340035,36.869399,fog,14.3,13.0,0.0,none,26.1,178,47.9,1020.9,1.5,11.6,6.0,dry,0.422
WOB-20348,2025-05-14 12:00:00,39.494156,37.44301,rain,18.9,17.3,13.5,rain,31.4,16,57.4,1014.6,12.1,79.0,4.8,wet,0.601
WOB-20349,2025-05-14 15:00:00,39.248623,37.029456,cloudy,13.3,12.5,0.0,none,16.6,174,36.5,1007.5,11.4,2.0,0.7,dry,0.189
WOB-20350,2025-05-14 18:00:00,39.31809,37.192253,rain,7.5,5.4,3.0,rain,41.8,227,50.0,1018.6,5.6,7.8,4.0,wet,0.506
WOB-20351,2025-05-14 21:00:00,39.77674,37.20082,cloudy,14.0,13.0,0.0,none,20.1,229,67.1,1029.9,7.9,16.6,7.0,dry,0.253
WOB-20352,2025-05-15 00:00:00,39.229024,37.28175,snow,11.1,10.7,12.7,snow,8.2,88,42.9,1001.7,13.4,70.6,0.5,icy,0.776
WOB-20353,2025-05-15 03:00:00,39.436051,37.419945,clear,15.6,14.6,0.0,none,20.3,246,78.2,993.4,12.5,9.1,5.8,dry,0.099
WOB-20354,2025-05-15 06:00:00,39.607086,36.954262,cloudy,10.4,10.3,0.0,none,1.0,273,35.0,1013.6,17.0,5.0,3.9,dry,0.26
WOB-20355,2025-05-15 09:00:00,39.86933,37.165785,wind,6.4,5.5,0.0,none,17.6,141,43.8,982.6,11.8,72.8,0.7,dry,0.189
WOB-20356,2025-05-15 12:00:00,39.794356,36.891962,rain,26.4,25.2,5.6,rain,24.9,198,79.1,1000.2,18.4,92.5,7.2,wet,0.443
WOB-20357,2025-05-15 15:00:00,39.771533,37.322581,clear,10.5,8.4,0.0,none,41.6,292,32.2,983.0,12.8,45.3,7.4,dry,0.131
WOB-20358,2025-05-15 18:00:00,39.228707,37.118095,cloudy,11.6,9.3,0.0,none,46.6,287,55.0,994.5,9.6,23.6,3.3,dry,0.189
WOB-20359,2025-05-15 21:00:00,39.497364,37.156437,rain,31.8,31.1,3.8,rain,14.9,108,31.8,1004.2,9.0,44.0,1.7,wet,0.572
WOB-20360,2025-05-16 00:00:00,39.714427,37.094441,rain,1.1,-0.5,13.6,rain,32.9,243,89.2,1012.1,7.0,77.6,4.9,wet,0.566
WOB-20361,2025-05-16 03:00:00,39.673377,37.365837,snow,4.0,3.3,6.7,snow,13.1,23,55.2,1017.6,16.4,57.3,1.6,icy,0.771
WOB-20362,2025-05-16 06:00:00,39.552601,37.137105,wind,19.8,17.7,0.0,none,41.6,204,31.6,1022.2,18.0,79.9,5.1,dry,0.179
WOB-20363,2025-05-16 09:00:00,39.282564,37.118788,clear,21.3,19.6,0.0,none,34.3,134,72.1,1008.1,7.1,76.5,6.1,dry,0.041
WOB-20364,2025-05-16 12:00:00,39.787255,37.333776,snow,23.0,21.8,6.9,snow,24.4,205,79.6,1008.9,8.1,96.2,7.2,icy,0.693
WOB-20365,2025-05-16 15:00:00,39.785885,37.387514,clear,-3.9,-5.6,0.0,none,34.8,41,73.7,1008.3,7.7,53.7,1.3,dry,0.119
WOB-20366,2025-05-16 18:00:00,39.342851,37.362998,clear,7.3,6.3,0.0,none,19.4,237,35.9,1016.9,18.3,92.2,4.3,dry,0.08
WOB-20367,2025-05-16 21:00:00,39.344373,37.286819,fog,11.2,9.4,0.0,none,35.2,274,74.7,1013.2,1.6,97.2,0.7,dry,0.38
WOB-20368,2025-05-17 00:00:00,39.213494,36.997594,cloudy,21.6,18.6,0.0,none,59.4,289,69.7,1000.9,14.0,2.7,3.0,dry,0.189
WOB-20369,2025-05-17 03:00:00,39.457505,37.497364,cloudy,21.7,20.1,0.0,none,32.3,271,40.6,1030.0,7.8,23.2,7.3,dry,0.218
WOB-20370,2025-05-17 06:00:00,39.302689,37.410096,wind,16.9,16.2,0.0,none,14.7,347,83.4,983.8,5.8,72.5,0.9,dry,0.178
WOB-20371,2025-05-17 09:00:00,39.664327,37.274461,rain,-3.3,-4.4,6.1,rain,22.6,175,87.4,1006.4,14.6,86.4,6.1,icy,0.549
WOB-20372,2025-05-17 12:00:00,39.844706,37.260719,clear,24.3,23.5,0.0,none,15.2,334,63.2,996.4,16.6,20.0,3.6,dry,0.144
WOB-20373,2025-05-17 15:00:00,39.641568,36.829772,clear,17.0,15.2,0.0,none,35.9,24,43.2,1005.7,7.3,53.9,4.1,dry,0.111
WOB-20374,2025-05-17 18:00:00,39.490233,36.921697,clear,7.2,5.6,0.0,none,31.7,151,84.1,1022.1,14.0,32.6,7.6,dry,0.114
WOB-20375,2025-05-17 21:00:00,39.876159,37.465987,wind,20.2,18.6,0.0,none,31.0,94,71.7,1003.3,14.9,27.6,0.6,dry,0.205
WOB-20376,2025-05-18 00:00:00,39.469415,36.877125,snow,33.8,31.6,10.4,snow,43.2,241,56.4,986.6,18.3,55.7,4.2,icy,0.752
WOB-20377,2025-05-18 03:00:00,39.322661,37.445981,clear,15.3,15.1,0.0,none,3.4,99,73.7,1024.1,16.4,28.1,1.7,dry,0.125
WOB-20378,2025-05-18 06:00:00,39.774924,37.139187,snow,6.5,5.5,9.8,snow,20.0,3,35.3,980.5,12.8,74.6,6.5,icy,0.799
WOB-20379,2025-05-18 09:00:00,39.61767,37.209897,wind,18.0,15.4,0.0,none,52.6,79,92.2,1002.9,8.2,24.9,1.5,dry,0.273
WOB-20380,2025-05-18 12:00:00,39.374948,37.063706,fog,7.6,5.1,0.0,none,49.0,229,30.0,1025.9,3.8,29.4,3.0,dry,0.378
WOB-20381,2025-05-18 15:00:00,39.355614,37.334869,cloudy,24.4,23.5,0.0,none,18.5,130,62.6,984.0,10.3,53.3,3.5,dry,0.113
WOB-20382,2025-05-18 18:00:00,39.480075,37.29118,fog,16.2,16.1,0.0,none,1.0,261,65.5,985.9,2.0,87.4,4.6,dry,0.36
WOB-20383,2025-05-18 21:00:00,39.33831,36.889021,rain,15.1,13.9,14.1,rain,24.0,219,32.5,1000.2,7.3,46.4,6.2,wet,0.598
WOB-20384,2025-05-19 00:00:00,39.539221,37.43796,snow,6.1,4.4,2.4,snow,34.9,341,88.8,986.7,13.5,5.0,2.1,icy,0.786
WOB-20385,2025-05-19 03:00:00,39.468682,37.078709,snow,10.0,8.3,14.4,snow,33.8,232,91.7,1008.5,6.9,40.8,1.5,icy,0.745
WOB-20386,2025-05-19 06:00:00,39.660113,36.908024,fog,-1.6,-4.3,0.0,none,54.5,308,81.4,1016.7,4.8,24.8,2.6,dry,0.501
WOB-20387,2025-05-19 09:00:00,39.515658,36.931104,snow,13.5,12.0,6.3,snow,30.9,222,30.8,986.1,15.7,25.5,1.4,icy,0.65
WOB-20388,2025-05-19 12:00:00,39.340099,37.169516,snow,28.7,26.3,13.5,snow,48.8,97,93.4,1010.0,6.4,15.5,1.0,icy,0.721
WOB-20389,2025-05-19 15:00:00,39.885222,37.288877,clear,31.8,30.9,0.0,none,17.4,204,39.5,1010.8,5.7,74.7,0.5,dry,0.12
WOB-20390,2025-05-19 18:00:00,39.711762,37.194816,fog,14.3,11.7,0.0,none,51.2,111,49.5,980.8,4.5,51.7,4.6,dry,0.327
WOB-20391,2025-05-19 21:00:00,39.614006,37.178102,fog,21.5,19.9,0.0,none,32.6,329,51.3,1013.6,1.5,29.7,5.9,dry,0.458
WOB-20392,2025-05-20 00:00:00,39.878735,37.254275,wind,19.0,16.3,0.0,none,54.5,28,63.7,991.7,9.9,83.2,0.2,dry,0.24
WOB-20393,2025-05-20 03:00:00,39.59109,37.234309,rain,23.4,23.1,14.2,rain,6.1,64,89.5,1008.4,19.1,97.7,6.2,wet,0.548
WOB-20394,2025-05-20 06:00:00,39.20302,37.131701,clear,5.6,4.4,0.0,none,24.1,186,46.0,1026.8,7.0,44.9,3.3,dry,0.021
WOB-20395,2025-05-20 09:00:00,39.730387,37.256146,clear,22.8,21.8,0.0,none,20.0,328,92.6,994.5,12.2,84.7,2.5,dry,0.079
WOB-20396,2025-05-20 12:00:00,39.25078,36.93592,fog,11.0,10.5,0.0,none,9.8,338,70.2,1022.5,1.9,9.7,0.4,dry,0.401
WOB-20397,2025-05-20 15:00:00,39.358029,36.860313,rain,3.5,0.5,1.6,rain,59.4,294,79.5,989.0,10.2,4.5,5.6,wet,0.552
WOB-20398,2025-05-20 18:00:00,39.335363,37.121735,snow,14.6,12.8,11.0,snow,35.4,97,49.4,989.2,12.7,29.4,8.0,icy,0.684
WOB-20399,2025-05-20 21:00:00,39.545368,36.817971,fog,18.8,17.0,0.0,none,36.5,273,57.0,986.4,4.1,22.5,7.9,dry,0.366
WOB-20400,2025-05-21 00:00:00,39.625811,37.350499,clear,11.8,10.8,0.0,none,19.3,322,32.2,1025.9,16.7,55.7,6.2,dry,0.047
WOB-20401,2025-05-21 03:00:00,39.576749,37.042979,fog,25.4,22.5,0.0,none,57.7,137,52.9,989.6,1.7,25.6,4.8,dry,0.441
WOB-20402,2025-05-21 06:00:00,39.719391,37.310244,clear,8.0,8.0,0.0,none,0.1,48,50.9,1021.8,10.2,26.1,5.7,dry,0.083
WOB-20403,2025-05-21 09:00:00,39.652629,37.374881,snow,9.0,8.7,9.2,snow,7.0,1,33.3,980.6,11.0,24.6,6.6,icy,0.78
WOB-20404,2025-05-21 12:00:00,39.889298,37.496123,clear,13.5,12.6,0.0,none,18.7,127,69.3,1019.4,13.1,54.6,1.4,dry,0.057
WOB-20405,2025-05-21 15:00:00,39.716891,36.827934,snow,20.4,18.1,6.0,snow,46.1,263,54.2,1021.0,16.5,55.5,5.5,icy,0.755
WOB-20406,2025-05-21 18:00:00,39.578339,36.906086,fog,6.5,6.4,0.0,none,1.3,164,40.2,1014.9,2.8,9.1,7.2,dry,0.345
WOB-20407,2025-05-21 21:00:00,39.365711,37.304583,fog,10.5,9.9,0.0,none,12.4,67,43.0,1026.6,1.8,60.5,3.7,dry,0.327
WOB-20408,2025-05-22 00:00:00,39.738035,37.102402,fog,20.6,19.1,0.0,none,30.4,21,62.9,1028.2,1.2,55.8,7.9,dry,0.352
WOB-20409,2025-05-22 03:00:00,39.689504,36.864859,clear,13.1,11.1,0.0,none,40.8,354,70.9,1029.0,6.8,86.6,0.6,dry,0.092
WOB-20410,2025-05-22 06:00:00,39.267374,37.17598,cloudy,7.6,5.2,0.0,none,48.6,283,52.0,982.4,10.7,16.3,3.2,dry,0.1
WOB-20411,2025-05-22 09:00:00,39.895936,37.359104,cloudy,12.9,10.9,0.0,none,39.4,344,94.2,987.3,5.5,31.4,4.8,dry,0.18
WOB-20412,2025-05-22 12:00:00,39.536173,37.288757,rain,11.0,9.9,14.3,rain,21.8,29,86.1,1013.9,9.2,67.9,1.1,wet,0.499
WOB-20413,2025-05-22 15:00:00,39.722128,37.376012,wind,17.6,15.4,0.0,none,45.0,293,52.0,992.2,9.3,27.2,7.0,dry,0.238
WOB-20414,2025-05-22 18:00:00,39.692186,37.203353,rain,24.3,23.1,2.4,rain,24.4,1,53.6,1028.8,8.7,13.8,3.1,wet,0.385
WOB-20415,2025-05-22 21:00:00,39.835051,36.804156,wind,13.6,12.5,0.0,none,22.4,198,63.6,982.4,17.2,92.8,0.4,dry,0.248
WOB-20416,2025-05-23 00:00:00,39.230812,37.311654,cloudy,22.8,21.5,0.0,none,26.0,328,35.7,1011.7,5.1,26.6,0.1,dry,0.213
WOB-20417,2025-05-23 03:00:00,39.315436,37.363846,snow,14.0,13.9,3.6,snow,2.6,121,71.5,987.2,6.8,13.5,4.9,icy,0.746
WOB-20418,2025-05-23 06:00:00,39.597897,37.28728,fog,17.9,15.1,0.0,none,56.6,187,45.0,985.6,4.0,64.9,1.5,dry,0.428
WOB-20419,2025-05-23 09:00:00,39.524428,37.442062,rain,25.8,25.7,8.2,rain,2.6,252,90.7,1013.1,17.9,25.8,2.2,wet,0.568
WOB-20420,2025-05-23 12:00:00,39.873851,36.997061,wind,11.3,10.3,0.0,none,19.1,146,90.2,991.3,16.2,9.1,4.5,dry,0.235
WOB-20421,2025-05-23 15:00:00,39.445274,36.947953,wind,3.2,1.4,0.0,none,35.7,144,79.5,999.9,10.2,40.6,6.9,dry,0.22
WOB-20422,2025-05-23 18:00:00,39.689588,37.06592,snow,17.1,15.3,2.3,snow,37.0,120,93.0,1000.4,5.8,81.1,6.7,icy,0.704
WOB-20423,2025-05-23 21:00:00,39.648243,37.330439,fog,13.1,13.1,0.0,none,0.6,207,31.0,989.8,2.8,80.0,0.5,dry,0.397
WOB-20424,2025-05-24 00:00:00,39.36128,37.308085,snow,13.0,11.0,14.3,snow,40.9,46,57.5,1020.4,6.0,31.6,0.4,icy,0.764
WOB-20425,2025-05-24 03:00:00,39.371706,37.028478,snow,12.3,11.5,2.4,snow,15.3,226,66.9,982.8,6.1,37.5,2.1,icy,0.757
WOB-20426,2025-05-24 06:00:00,39.89126,37.127277,wind,12.6,10.2,0.0,none,48.7,27,50.8,1003.0,15.4,57.3,5.9,dry,0.267
WOB-20427,2025-05-24 09:00:00,39.720516,37.010241,wind,25.4,23.8,0.0,none,31.9,207,67.7,1001.5,11.5,38.8,1.0,dry,0.221
WOB-20428,2025-05-24 12:00:00,39.669387,37.122004,cloudy,17.4,15.6,0.0,none,36.4,280,92.1,998.7,9.0,46.9,6.2,dry,0.241
WOB-20429,2025-05-24 15:00:00,39.262092,36.985751,cloudy,27.3,24.8,0.0,none,50.9,3,82.4,985.0,17.0,18.6,0.2,dry,0.197
WOB-20430,2025-05-24 18:00:00,39.683142,37.222593,fog,9.6,9.0,0.0,none,11.4,245,43.8,1014.1,4.3,21.0,8.0,dry,0.415
WOB-20431,2025-05-24 21:00:00,39.734161,37.370834,rain,14.4,11.6,13.1,rain,55.3,235,54.4,1023.0,9.8,65.3,2.1,wet,0.564
WOB-20432,2025-05-25 00:00:00,39.807226,37.256194,rain,9.2,8.7,14.0,rain,9.6,23,38.9,1014.3,15.8,2.2,0.8,wet,0.556
WOB-20433,2025-05-25 03:00:00,39.758863,37.161386,wind,17.9,16.0,0.0,none,37.0,150,39.0,1028.1,8.4,49.5,0.6,dry,0.249
WOB-20434,2025-05-25 06:00:00,39.424757,36.858873,snow,-1.6,-3.6,0.6,snow,40.4,137,74.9,986.3,10.0,38.9,7.3,icy,0.733
WOB-20435,2025-05-25 09:00:00,39.354796,36.820618,rain,10.4,10.2,9.3,rain,4.2,201,81.3,1029.2,13.3,21.3,1.2,wet,0.608
WOB-20436,2025-05-25 12:00:00,39.526803,36.942626,rain,27.8,27.4,2.7,rain,7.7,38,56.9,1016.3,11.7,70.0,0.3,wet,0.546
WOB-20437,2025-05-25 15:00:00,39.345135,37.053054,rain,9.5,6.7,7.4,rain,55.5,121,54.6,981.7,11.6,61.4,1.4,wet,0.574
WOB-20438,2025-05-25 18:00:00,39.531042,37.295642,snow,16.2,14.0,4.7,snow,43.7,27,38.6,1004.8,5.6,1.9,5.2,icy,0.724
WOB-20439,2025-05-25 21:00:00,39.459875,37.448203,rain,1.7,0.4,7.8,rain,25.7,220,84.0,980.7,11.3,4.0,5.7,wet,0.564
WOB-20440,2025-05-26 00:00:00,39.766701,37.082478,cloudy,19.0,17.9,0.0,none,21.4,134,91.5,1016.4,17.7,28.3,3.6,dry,0.131
WOB-20441,2025-05-26 03:00:00,39.352313,37.210952,fog,5.5,4.9,0.0,none,12.5,292,74.2,1017.4,3.1,83.9,5.7,dry,0.36
WOB-20442,2025-05-26 06:00:00,39.718065,37.422121,snow,16.5,15.0,13.8,snow,30.4,160,30.9,994.1,5.5,70.2,5.3,icy,0.713
WOB-20443,2025-05-26 09:00:00,39.292252,36.955702,cloudy,21.2,19.9,0.0,none,26.2,302,46.7,999.1,8.2,13.1,1.3,dry,0.123
WOB-20444,2025-05-26 12:00:00,39.837161,37.030681,snow,-1.0,-3.0,8.2,snow,39.1,147,66.6,997.0,14.9,25.1,0.0,icy,0.69
WOB-20445,2025-05-26 15:00:00,39.812974,36.896229,clear,18.6,16.4,0.0,none,44.5,98,83.1,1028.6,19.8,70.3,2.4,dry,0.15
WOB-20446,2025-05-26 18:00:00,39.522767,37.152811,rain,10.4,9.9,14.0,rain,9.7,251,34.2,1005.7,11.0,50.1,1.1,wet,0.639
WOB-20447,2025-05-26 21:00:00,39.430879,37.182659,cloudy,17.7,16.1,0.0,none,32.8,148,34.4,1006.1,12.2,38.4,0.6,dry,0.259
WOB-20448,2025-05-27 00:00:00,39.414163,37.323315,wind,19.0,17.3,0.0,none,34.5,294,69.0,1028.6,10.6,96.9,3.1,dry,0.326
WOB-20449,2025-05-27 03:00:00,39.742531,37.070774,wind,11.2,9.9,0.0,none,26.6,347,65.2,1028.6,9.0,85.6,6.9,dry,0.297
WOB-20450,2025-05-27 06:00:00,39.81604,37.092027,rain,19.5,17.0,2.2,rain,50.4,196,56.1,980.4,5.9,41.9,2.9,wet,0.591
WOB-20451,2025-05-27 09:00:00,39.549484,37.448752,fog,13.7,12.5,0.0,none,24.4,204,51.0,1017.6,2.1,35.8,3.9,dry,0.325
WOB-20452,2025-05-27 12:00:00,39.204794,37.07049,clear,19.9,18.5,0.0,none,28.2,228,51.9,1019.3,9.1,41.5,4.2,dry,0.098
WOB-20453,2025-05-27 15:00:00,39.378748,36.874558,cloudy,14.3,14.1,0.0,none,4.3,89,88.0,1023.1,10.7,26.0,6.2,dry,0.217
WOB-20454,2025-05-27 18:00:00,39.341114,37.084575,snow,0.8,-1.6,0.6,snow,48.1,273,94.9,980.8,17.5,77.6,6.7,icy,0.675
WOB-20455,2025-05-27 21:00:00,39.231907,37.235548,rain,23.7,20.8,7.1,rain,57.5,137,40.0,990.6,11.1,64.3,0.5,wet,0.49
WOB-20456,2025-05-28 00:00:00,39.574272,36.821278,clear,17.1,17.0,0.0,none,2.9,311,80.5,993.9,14.2,6.9,2.2,dry,0.057
WOB-20457,2025-05-28 03:00:00,39.539354,37.391244,snow,28.7,26.2,9.8,snow,49.4,294,87.0,986.7,12.1,27.3,7.9,icy,0.757
WOB-20458,2025-05-28 06:00:00,39.422441,36.829566,snow,14.4,13.6,6.1,snow,16.2,104,53.0,1018.5,5.2,75.2,3.9,icy,0.784
WOB-20459,2025-05-28 09:00:00,39.601126,37.273781,snow,16.3,14.4,5.2,snow,38.4,172,68.0,1011.4,19.3,54.9,1.1,icy,0.749
WOB-20460,2025-05-28 12:00:00,39.799629,37.361002,rain,27.7,27.3,4.1,rain,8.8,46,53.0,1006.5,18.1,97.5,1.1,wet,0.551
WOB-20461,2025-05-28 15:00:00,39.228608,36.867458,snow,12.1,11.5,0.8,snow,11.5,225,73.2,1003.6,9.7,53.3,3.7,icy,0.844
WOB-20462,2025-05-28 18:00:00,39.71647,37.495401,snow,2.1,1.9,10.0,snow,4.0,351,64.0,987.9,18.5,0.4,4.2,icy,0.841
WOB-20463,2025-05-28 21:00:00,39.477502,37.160012,wind,22.5,20.1,0.0,none,47.2,141,36.9,1001.0,12.8,24.5,6.1,dry,0.3
WOB-20464,2025-05-29 00:00:00,39.584045,37.301502,cloudy,23.3,21.1,0.0,none,44.2,143,40.8,1001.0,10.4,48.1,7.4,dry,0.19
WOB-20465,2025-05-29 03:00:00,39.481999,37.390397,cloudy,33.5,32.9,0.0,none,11.5,109,72.7,1012.1,5.0,68.1,3.0,dry,0.282
WOB-20466,2025-05-29 06:00:00,39.745258,37.420448,snow,27.7,26.1,1.8,snow,32.5,185,83.4,1008.2,7.2,41.4,4.4,icy,0.709
WOB-20467,2025-05-29 09:00:00,39.301088,37.257634,clear,31.8,31.1,0.0,none,14.1,60,59.3,1005.1,11.9,57.9,7.8,dry,0.054
WOB-20468,2025-05-29 12:00:00,39.768786,37.334037,cloudy,16.7,15.0,0.0,none,34.4,219,50.6,993.6,5.5,79.9,4.3,dry,0.275
WOB-20469,2025-05-29 15:00:00,39.889102,37.206647,wind,3.7,2.0,0.0,none,33.1,132,34.6,1019.6,17.1,42.1,2.5,dry,0.274
WOB-20470,2025-05-29 18:00:00,39.578551,37.279843,cloudy,12.3,9.8,0.0,none,49.1,231,78.7,1003.1,18.0,6.6,4.7,dry,0.189
WOB-20471,2025-05-29 21:00:00,39.891296,37.333474,fog,12.2,10.5,0.0,none,34.9,321,55.4,1000.2,2.5,55.0,4.0,dry,0.401
WOB-20472,2025-05-30 00:00:00,39.679673,37.079016,snow,6.8,4.2,8.1,snow,51.7,77,45.5,1000.0,19.4,10.9,0.9,icy,0.746
WOB-20473,2025-05-30 03:00:00,39.261751,37.414946,wind,17.5,15.6,0.0,none,37.9,279,36.5,1026.4,10.0,64.7,4.3,dry,0.184
WOB-20474,2025-05-30 06:00:00,39.293671,37.365895,wind,6.1,3.8,0.0,none,45.7,332,83.8,980.4,12.7,40.2,5.7,dry,0.298
WOB-20475,2025-05-30 09:00:00,39.302714,37.188386,snow,18.9,18.5,7.1,snow,7.9,198,66.0,1024.7,12.2,22.4,7.2,icy,0.756
WOB-20476,2025-05-30 12:00:00,39.232354,37.299694,snow,6.9,5.1,10.1,snow,36.4,22,57.3,996.4,11.8,51.1,3.3,icy,0.667
WOB-20477,2025-05-30 15:00:00,39.512264,37.360256,snow,18.3,17.7,14.9,snow,11.5,226,45.3,985.1,10.3,17.1,6.4,icy,0.652
WOB-20478,2025-05-30 18:00:00,39.737342,37.107985,cloudy,20.8,18.9,0.0,none,37.9,16,53.2,1012.2,15.2,52.5,4.9,dry,0.226
WOB-20479,2025-05-30 21:00:00,39.384385,37.017826,wind,19.1,18.3,0.0,none,16.4,260,64.9,985.2,17.3,7.6,0.5,dry,0.225
WOB-20480,2025-05-31 00:00:00,39.884444,37.355295,rain,26.1,23.8,10.7,rain,45.2,25,42.9,1006.8,19.0,44.4,2.6,wet,0.528
WOB-20481,2025-05-31 03:00:00,39.506537,37.410898,rain,20.8,18.6,9.2,rain,44.6,316,59.0,982.7,13.7,88.2,1.9,wet,0.471
WOB-20482,2025-05-31 06:00:00,39.384383,37.483429,fog,18.8,17.7,0.0,none,21.4,294,82.7,981.2,3.0,76.1,1.9,dry,0.334
WOB-20483,2025-05-31 09:00:00,39.856342,37.229209,rain,13.7,13.6,4.8,rain,1.3,245,44.2,1004.9,11.5,66.2,6.9,wet,0.498
WOB-20484,2025-05-31 12:00:00,39.620994,37.292311,fog,6.8,5.4,0.0,none,27.2,75,73.1,991.7,4.7,50.9,7.7,dry,0.371
WOB-20485,2025-05-31 15:00:00,39.591447,37.445237,wind,15.6,13.9,0.0,none,33.9,338,49.8,988.2,6.3,82.2,1.8,dry,0.263
WOB-20486,2025-05-31 18:00:00,39.442872,37.317206,fog,28.2,26.0,0.0,none,44.2,275,46.1,1001.6,1.3,38.9,7.6,dry,0.453
WOB-20487,2025-05-31 21:00:00,39.472143,37.309009,cloudy,10.6,8.1,0.0,none,50.8,176,78.3,1008.6,15.6,54.5,5.2,dry,0.285
WOB-20488,2025-06-01 00:00:00,39.497286,37.109367,wind,1.9,-0.9,0.0,none,55.4,172,30.9,988.1,14.1,16.6,4.1,dry,0.257
WOB-20489,2025-06-01 03:00:00,39.823868,36.869217,clear,6.6,4.7,0.0,none,38.7,153,84.5,1013.4,19.1,38.7,7.1,dry,0.136
WOB-20490,2025-06-01 06:00:00,39.514824,36.818081,wind,2.6,2.0,0.0,none,12.2,65,68.4,1015.9,12.3,12.5,3.2,dry,0.2
WOB-20491,2025-06-01 09:00:00,39.768335,37.097327,wind,11.1,10.5,0.0,none,12.1,324,52.6,1026.6,19.0,3.0,5.8,dry,0.222
WOB-20492,2025-06-01 12:00:00,39.516694,36.88618,snow,3.9,1.2,2.2,snow,53.4,193,94.3,1000.7,11.2,95.3,0.0,icy,0.811
WOB-20493,2025-06-01 15:00:00,39.845204,36.894099,fog,14.6,13.8,0.0,none,16.7,65,38.7,1014.9,4.2,22.0,4.9,dry,0.289
WOB-20494,2025-06-01 18:00:00,39.354495,37.094683,snow,31.6,30.3,3.5,snow,26.3,183,70.1,980.8,11.4,47.4,3.6,icy,0.776
WOB-20495,2025-06-01 21:00:00,39.392043,36.818831,clear,9.7,8.9,0.0,none,16.6,84,43.7,1018.8,11.1,35.0,3.7,dry,0.163
WOB-20496,2025-06-02 00:00:00,39.236783,37.18471,rain,22.2,19.6,5.0,rain,52.1,126,61.8,986.4,10.7,21.8,4.5,wet,0.521
WOB-20497,2025-06-02 03:00:00,39.449211,37.330554,fog,13.9,11.2,0.0,none,53.6,327,41.9,1014.3,3.5,37.6,7.0,dry,0.329
WOB-20498,2025-06-02 06:00:00,39.754969,37.370047,clear,14.3,13.7,0.0,none,13.0,165,30.2,988.9,17.9,80.2,2.7,dry,0.114
WOB-20499,2025-06-02 09:00:00,39.745641,37.447752,wind,14.0,11.2,0.0,none,56.2,130,86.9,1000.0,19.5,14.1,4.3,dry,0.216
