segment_id,center_lat,center_lon,road_type,hour_of_day,day_of_week,is_rush_hour,is_weekend,free_flow_speed_kmh,current_speed_kmh,congestion_ratio,traffic_level,incident_reported,avg_vehicle_count_per_min,timestamp
SEG-10444,39.618826,37.322492,mountain,3,2,0,0,43.4,26.9,0.545,high,0,20.2,2025-05-19 12:00:00
SEG-10445,39.431521,36.862097,urban,21,6,0,1,48.6,31.5,0.617,high,0,55.9,2025-05-19 13:00:00
SEG-10446,39.315006,37.31723,rural,0,3,0,0,76.5,57.1,0.308,moderate,0,15.6,2025-05-19 14:00:00
SEG-10447,39.514627,37.233052,urban,7,5,1,1,49.2,40.0,0.334,moderate,1,44.9,2025-05-19 15:00:00
SEG-10448,39.681542,37.383534,urban,11,5,0,1,52.6,40.7,0.31,moderate,0,6.9,2025-05-19 16:00:00
SEG-10449,39.386298,37.164183,urban,21,6,0,1,54.1,44.5,0.183,low,0,42.2,2025-05-19 17:00:00
SEG-10450,39.514341,36.920495,rural,14,1,0,0,72.8,51.4,0.443,high,0,38.3,2025-05-19 18:00:00
SEG-10451,39.606982,37.357621,highway,6,3,0,0,85.4,79.1,0.202,moderate,0,8.0,2025-05-19 19:00:00
SEG-10452,39.236982,36.925855,highway,17,3,1,0,96.4,66.3,0.438,high,0,7.8,2025-05-19 20:00:00
SEG-10453,39.432453,36.895326,highway,7,4,1,0,83.7,60.3,0.55,high,0,28.5,2025-05-19 21:00:00
SEG-10454,39.509643,37.095486,urban,4,6,0,1,48.6,30.5,0.651,high,0,30.3,2025-05-19 22:00:00
SEG-10455,39.221243,37.025748,rural,10,0,0,0,68.5,63.8,0.148,low,0,49.4,2025-05-19 23:00:00
SEG-10456,39.577322,37.060078,highway,2,5,0,1,91.9,75.6,0.266,moderate,0,44.6,2025-05-20 00:00:00
SEG-10457,39.404497,36.911492,rural,10,3,0,0,61.9,54.2,0.376,moderate,0,13.1,2025-05-20 01:00:00
SEG-10458,39.402284,37.235158,mountain,9,3,1,0,44.7,23.7,0.678,high,1,28.9,2025-05-20 02:00:00
SEG-10459,39.706729,36.992556,highway,1,4,0,0,91.3,87.0,0.056,low,0,25.8,2025-05-20 03:00:00
SEG-10460,39.662927,37.056347,highway,7,3,1,0,93.8,66.8,0.43,high,0,7.3,2025-05-20 04:00:00
SEG-10461,39.590784,37.232664,highway,20,3,0,0,82.1,85.7,0.079,low,0,5.9,2025-05-20 05:00:00
SEG-10462,39.376971,37.170003,urban,4,0,0,0,58.6,49.0,0.034,low,0,19.4,2025-05-20 06:00:00
SEG-10463,39.331379,37.25342,rural,20,1,0,0,62.9,52.4,0.418,high,0,18.3,2025-05-20 07:00:00
SEG-10464,39.65163,37.266885,highway,4,5,0,1,88.5,80.0,0.186,low,1,53.4,2025-05-20 08:00:00
SEG-10465,39.744806,36.857518,urban,11,5,0,1,53.9,34.4,0.519,high,0,50.2,2025-05-20 09:00:00
SEG-10466,39.811427,36.930612,rural,20,3,0,0,71.9,63.6,0.152,low,0,34.9,2025-05-20 10:00:00
SEG-10467,39.602997,37.370305,urban,9,1,1,0,42.2,33.8,0.541,high,0,55.5,2025-05-20 11:00:00
SEG-10468,39.88761,37.032086,urban,23,0,0,0,55.5,43.2,0.226,moderate,0,8.4,2025-05-20 12:00:00
SEG-10469,39.420552,37.296215,rural,1,2,0,0,69.0,56.6,0.319,moderate,0,17.2,2025-05-20 13:00:00
SEG-10470,39.751161,37.181065,urban,3,0,0,0,47.4,47.2,0.095,low,0,39.7,2025-05-20 14:00:00
SEG-10471,39.253788,36.858706,urban,15,1,0,0,47.9,46.0,0.134,low,0,46.9,2025-05-20 15:00:00
SEG-10472,39.7042,37.167132,mountain,10,3,0,0,51.0,38.7,0.056,low,0,6.5,2025-05-20 16:00:00
SEG-10473,39.566709,36.809184,highway,18,0,1,0,90.6,65.6,0.451,high,0,23.4,2025-05-20 17:00:00
SEG-10474,39.490858,36.802152,mountain,8,5,1,1,37.5,26.5,0.563,high,0,48.6,2025-05-20 18:00:00
SEG-10475,39.740307,37.000785,urban,1,0,0,0,47.6,40.2,0.327,moderate,0,17.4,2025-05-20 19:00:00
SEG-10476,39.336294,37.370462,mountain,16,3,1,0,41.9,26.0,0.585,high,0,13.1,2025-05-20 20:00:00
SEG-10477,39.686792,37.400094,urban,14,2,0,0,52.9,39.0,0.366,moderate,0,33.6,2025-05-20 21:00:00
SEG-10478,39.544663,37.076848,mountain,23,0,0,0,31.9,30.5,0.396,moderate,1,43.2,2025-05-20 22:00:00
SEG-10479,39.81238,36.838771,highway,23,1,0,0,93.5,83.6,0.119,low,0,24.9,2025-05-20 23:00:00
SEG-10480,39.250876,37.458216,mountain,19,0,1,0,42.9,21.4,0.777,congested,0,19.0,2025-05-21 00:00:00
SEG-10481,39.53977,37.393202,rural,11,0,0,0,82.0,44.4,0.61,high,0,35.9,2025-05-21 01:00:00
SEG-10482,39.588172,37.355668,urban,19,1,1,0,58.7,32.9,0.57,high,0,18.1,2025-05-21 02:00:00
SEG-10483,39.271732,37.059394,urban,13,0,0,0,49.2,45.9,0.138,low,0,6.0,2025-05-21 03:00:00
SEG-10484,39.700257,37.117176,highway,16,2,1,0,89.7,72.6,0.322,moderate,0,37.9,2025-05-21 04:00:00
SEG-10485,39.649225,37.331646,mountain,19,4,1,0,49.1,23.8,0.675,high,0,42.2,2025-05-21 05:00:00
SEG-10486,39.866355,36.973741,mountain,2,4,0,0,38.9,34.6,0.225,moderate,1,32.5,2025-05-21 06:00:00
SEG-10487,39.275848,37.38743,rural,18,4,1,0,72.0,49.4,0.491,high,0,17.3,2025-05-21 07:00:00
SEG-10488,39.216072,37.190536,urban,13,3,0,0,54.0,33.7,0.545,high,0,28.0,2025-05-21 08:00:00
SEG-10489,39.359677,37.224712,highway,20,3,0,0,95.9,83.0,0.13,low,0,41.4,2025-05-21 09:00:00
SEG-10490,39.399291,36.802151,rural,20,1,0,0,67.1,41.0,0.69,high,0,59.0,2025-05-21 10:00:00
SEG-10491,39.451106,37.273588,mountain,10,0,0,0,44.2,29.3,0.446,high,0,19.6,2025-05-21 11:00:00
SEG-10492,39.268777,37.38143,mountain,18,3,1,0,46.3,29.1,0.453,high,0,22.3,2025-05-21 12:00:00
SEG-10493,39.611328,37.341201,rural,3,2,0,0,64.3,47.0,0.548,high,0,20.0,2025-05-21 13:00:00
SEG-10494,39.55273,36.85254,highway,0,6,0,1,85.5,81.7,0.153,low,0,58.3,2025-05-21 14:00:00
SEG-10495,39.640903,36.851214,highway,1,0,0,0,82.0,79.4,0.196,low,0,8.0,2025-05-21 15:00:00
SEG-10496,39.487794,36.900554,mountain,5,6,0,1,39.6,32.2,0.327,moderate,0,5.9,2025-05-21 16:00:00
SEG-10497,39.819805,37.308215,mountain,14,3,0,0,36.5,26.6,0.56,high,0,27.6,2025-05-21 17:00:00
SEG-10498,39.707492,37.378204,urban,19,1,1,0,60.0,31.3,0.622,high,0,36.1,2025-05-21 18:00:00
SEG-10499,39.336688,36.941867,highway,8,0,1,0,84.7,64.0,0.481,high,0,56.5,2025-05-21 19:00:00
SEG-10500,39.897278,37.435347,rural,11,5,0,1,69.1,58.2,0.28,moderate,0,25.9,2025-05-21 20:00:00
SEG-10501,39.582279,37.483503,urban,13,1,0,0,48.2,33.3,0.558,high,0,15.5,2025-05-21 21:00:00
SEG-10502,39.318086,37.205165,mountain,2,5,0,1,49.5,33.2,0.282,moderate,0,7.4,2025-05-21 22:00:00
SEG-10503,39.7824,37.078852,highway,13,2,0,0,93.0,79.2,0.2,low,0,56.0,2025-05-21 23:00:00
SEG-10504,39.814727,37.425986,mountain,23,6,0,1,32.1,35.5,0.189,low,0,15.6,2025-05-22 00:00:00
SEG-10505,39.624546,36.963705,mountain,5,4,0,0,35.0,32.6,0.31,moderate,0,50.4,2025-05-22 01:00:00
SEG-10506,39.51475,37.31715,urban,3,6,0,1,42.2,39.8,0.341,moderate,0,40.0,2025-05-22 02:00:00
SEG-10507,39.365165,37.083559,mountain,21,0,0,0,40.4,33.0,0.291,moderate,0,13.1,2025-05-22 03:00:00
SEG-10508,39.326314,37.240422,highway,11,6,0,1,88.6,88.6,0.026,low,0,42.3,2025-05-22 04:00:00
SEG-10509,39.251004,37.255911,rural,0,6,0,1,72.6,60.2,0.234,moderate,0,9.0,2025-05-22 05:00:00
SEG-10510,39.613443,37.3408,urban,10,4,0,0,49.4,43.5,0.217,moderate,0,20.9,2025-05-22 06:00:00
SEG-10511,39.66362,37.179598,highway,5,1,0,0,95.3,79.8,0.188,low,0,37.9,2025-05-22 07:00:00
SEG-10512,39.626811,37.187479,rural,16,2,1,0,71.9,45.6,0.58,high,0,39.4,2025-05-22 08:00:00
SEG-10513,39.534321,37.177489,mountain,1,5,0,1,40.8,31.5,0.353,moderate,0,15.3,2025-05-22 09:00:00
SEG-10514,39.88135,37.146429,mountain,8,3,1,0,35.2,17.9,0.921,congested,0,39.3,2025-05-22 10:00:00
SEG-10515,39.603763,37.145735,mountain,16,3,1,0,39.0,27.1,0.536,high,0,48.5,2025-05-22 11:00:00
SEG-10516,39.458077,37.286851,rural,21,4,0,0,75.5,69.8,0.004,low,0,46.6,2025-05-22 12:00:00
SEG-10517,39.287378,36.995718,mountain,12,5,0,1,35.1,32.2,0.326,moderate,0,47.8,2025-05-22 13:00:00
SEG-10518,39.337275,37.047114,rural,11,2,0,0,71.7,61.7,0.197,low,0,39.9,2025-05-22 14:00:00
SEG-10519,39.355538,37.458424,urban,21,4,0,0,46.2,40.4,0.32,moderate,0,54.6,2025-05-22 15:00:00
SEG-10520,39.573128,37.036522,highway,10,3,0,0,95.7,84.2,0.108,low,0,23.9,2025-05-22 16:00:00
SEG-10521,39.459036,36.956488,urban,18,1,1,0,49.6,35.4,0.485,high,0,32.7,2025-05-22 17:00:00
SEG-10522,39.864704,37.191079,mountain,11,2,0,0,44.4,38.9,0.046,low,0,42.4,2025-05-22 18:00:00
SEG-10523,39.558617,37.203875,rural,7,0,1,0,70.4,48.8,0.505,high,0,11.2,2025-05-22 19:00:00
SEG-10524,39.365213,37.355416,mountain,19,3,1,0,44.1,32.0,0.334,moderate,0,9.9,2025-05-22 20:00:00
SEG-10525,39.456277,37.420269,rural,14,0,0,0,72.4,55.4,0.348,moderate,0,31.2,2025-05-22 21:00:00
SEG-10526,39.386028,37.392624,highway,7,6,1,1,87.7,50.5,0.731,congested,0,57.3,2025-05-22 22:00:00
SEG-10527,39.28541,37.214214,highway,1,6,0,1,83.2,79.5,0.194,low,0,8.3,2025-05-22 23:00:00
SEG-10528,39.799517,37.043821,urban,15,0,0,0,51.4,46.6,0.114,low,0,49.5,2025-05-23 00:00:00
SEG-10529,39.395677,37.403815,mountain,13,0,0,0,42.3,34.0,0.251,moderate,0,43.8,2025-05-23 01:00:00
SEG-10530,39.454597,37.406756,rural,23,5,0,1,72.2,64.0,0.142,low,0,32.6,2025-05-23 02:00:00
SEG-10531,39.817743,36.830012,rural,19,0,1,0,60.7,43.3,0.635,high,0,25.5,2025-05-23 03:00:00
SEG-10532,39.281013,37.028185,urban,18,5,1,1,48.6,39.3,0.358,moderate,0,31.4,2025-05-23 04:00:00
SEG-10533,39.399054,37.163866,urban,20,5,0,1,53.1,43.8,0.207,moderate,0,26.2,2025-05-23 05:00:00
SEG-10534,39.489296,37.32283,mountain,4,3,0,0,46.6,27.8,0.508,high,0,43.7,2025-05-23 06:00:00
SEG-10535,39.274103,36.893608,rural,9,1,1,0,77.0,54.2,0.375,moderate,0,11.9,2025-05-23 07:00:00
SEG-10536,39.819837,37.163713,urban,20,0,0,0,45.0,32.7,0.576,high,0,35.4,2025-05-23 08:00:00
SEG-10537,39.519219,37.350846,rural,0,4,0,0,72.9,64.4,0.133,low,0,31.4,2025-05-23 09:00:00
SEG-10538,39.222886,36.899712,rural,8,5,1,1,77.8,47.7,0.531,high,0,45.8,2025-05-23 10:00:00
SEG-10539,39.702802,37.472245,mountain,21,4,0,0,44.9,31.6,0.35,moderate,0,14.7,2025-05-23 11:00:00
SEG-10540,39.658777,37.476634,mountain,21,1,0,0,51.0,37.3,0.114,low,0,14.5,2025-05-23 12:00:00
SEG-10541,39.660073,37.209624,urban,23,3,0,0,46.9,35.7,0.477,high,0,18.0,2025-05-23 13:00:00
SEG-10542,39.424143,37.457787,urban,7,1,1,0,49.7,38.7,0.377,moderate,0,30.5,2025-05-23 14:00:00
SEG-10543,39.627849,37.307521,mountain,7,1,1,0,42.5,31.1,0.369,moderate,0,29.6,2025-05-23 15:00:00
SEG-10544,39.666704,37.217127,mountain,0,1,0,0,40.7,29.2,0.449,high,0,16.8,2025-05-23 16:00:00
SEG-10545,39.88046,36.894301,rural,4,4,0,0,59.0,45.8,0.577,high,0,45.1,2025-05-23 17:00:00
SEG-10546,39.624606,37.457809,highway,17,1,1,0,94.5,66.5,0.436,high,0,36.3,2025-05-23 18:00:00
SEG-10547,39.450155,36.965757,rural,21,1,0,0,66.0,59.5,0.249,moderate,0,55.8,2025-05-23 19:00:00
SEG-10548,39.601697,36.876637,highway,6,0,0,0,98.7,83.4,0.123,low,0,16.6,2025-05-23 20:00:00
SEG-10549,39.610816,37.043773,highway,0,6,0,1,93.8,85.2,0.088,low,1,21.7,2025-05-23 21:00:00
SEG-10550,39.626088,36.880619,mountain,8,5,1,1,34.3,32.6,0.307,moderate,0,11.4,2025-05-23 22:00:00
SEG-10551,39.662128,36.837452,urban,3,6,0,1,54.2,38.0,0.399,moderate,0,46.0,2025-05-23 23:00:00
SEG-10552,39.295191,37.040057,highway,3,0,0,0,89.7,78.9,0.205,moderate,0,18.7,2025-05-24 00:00:00
SEG-10553,39.662236,37.11874,urban,1,2,0,0,43.9,38.8,0.372,moderate,0,49.6,2025-05-24 01:00:00
SEG-10554,39.801891,37.203501,highway,4,6,0,1,88.8,73.4,0.307,moderate,0,25.7,2025-05-24 02:00:00
SEG-10555,39.763754,36.950233,highway,18,1,1,0,92.4,59.5,0.565,high,0,37.8,2025-05-24 03:00:00
SEG-10556,39.283055,36.992823,urban,22,4,0,0,45.8,36.4,0.455,high,0,25.2,2025-05-24 04:00:00
SEG-10557,39.537297,36.837671,rural,4,1,0,0,72.2,64.1,0.141,low,0,38.8,2025-05-24 05:00:00
SEG-10558,39.703189,37.474796,mountain,7,4,1,0,31.0,27.8,0.507,high,1,17.6,2025-05-24 06:00:00
SEG-10559,39.804839,37.379437,urban,9,4,1,0,54.2,30.0,0.666,high,0,40.3,2025-05-24 07:00:00
SEG-10560,39.496232,37.350788,urban,22,5,0,1,46.6,45.1,0.162,low,0,47.8,2025-05-24 08:00:00
SEG-10561,39.274498,37.385739,rural,11,2,0,0,66.6,56.2,0.328,moderate,0,28.9,2025-05-24 09:00:00
SEG-10562,39.715678,37.088801,highway,1,4,0,0,90.7,83.9,0.113,low,0,56.9,2025-05-24 10:00:00
SEG-10563,39.669136,37.113433,mountain,5,3,0,0,45.4,33.1,0.289,moderate,0,6.7,2025-05-24 11:00:00
SEG-10564,39.698835,37.032498,highway,10,5,0,1,99.0,65.3,0.457,high,0,58.3,2025-05-24 12:00:00
SEG-10565,39.212201,37.104567,rural,15,2,0,0,68.2,59.0,0.262,moderate,0,52.3,2025-05-24 13:00:00
SEG-10566,39.592881,37.033634,rural,14,3,0,0,79.0,53.3,0.398,moderate,0,38.4,2025-05-24 14:00:00
SEG-10567,39.447264,36.844852,urban,14,2,0,0,50.0,34.1,0.53,high,0,12.6,2025-05-24 15:00:00
SEG-10568,39.875557,37.238786,mountain,0,0,0,0,41.9,38.0,0.082,low,0,29.6,2025-05-24 16:00:00
SEG-10569,39.609895,37.180715,mountain,21,3,0,0,40.3,32.2,0.323,moderate,0,8.7,2025-05-24 17:00:00
SEG-10570,39.320484,36.978865,rural,18,0,1,0,68.9,52.8,0.41,high,0,40.6,2025-05-24 18:00:00
SEG-10571,39.339065,37.213222,mountain,12,6,0,1,39.1,32.8,0.298,moderate,0,49.8,2025-05-24 19:00:00
SEG-10572,39.866782,37.139515,mountain,19,4,1,0,36.6,16.5,0.979,congested,0,46.9,2025-05-24 20:00:00
SEG-10573,39.608005,37.438379,mountain,5,1,0,0,38.4,31.3,0.364,moderate,0,29.5,2025-05-24 21:00:00
SEG-10574,39.522519,37.432854,highway,2,5,0,1,91.3,54.1,0.665,high,0,51.3,2025-05-24 22:00:00
SEG-10575,39.582023,37.481268,highway,20,6,0,1,88.0,76.6,0.248,moderate,0,25.3,2025-05-24 23:00:00
SEG-10576,39.552555,37.211353,mountain,4,0,0,0,38.2,33.7,0.261,moderate,1,50.1,2025-05-25 00:00:00
SEG-10577,39.449236,37.159202,highway,17,3,1,0,97.1,69.5,0.379,moderate,0,36.4,2025-05-25 01:00:00
SEG-10578,39.38165,36.832776,mountain,16,2,1,0,34.4,25.1,0.619,high,0,51.3,2025-05-25 02:00:00
SEG-10579,39.258823,36.910482,urban,12,4,0,0,50.9,44.6,0.179,low,0,42.1,2025-05-25 03:00:00
SEG-10580,39.72651,37.205017,rural,5,4,0,0,81.5,54.2,0.375,moderate,0,39.9,2025-05-25 04:00:00
SEG-10581,39.753082,37.096466,rural,1,4,0,0,69.9,57.9,0.287,moderate,0,7.4,2025-05-25 05:00:00
SEG-10582,39.433315,37.064171,urban,5,3,0,0,59.0,45.4,0.152,low,0,52.2,2025-05-25 06:00:00
SEG-10583,39.398128,37.226877,mountain,5,2,0,0,47.2,35.4,0.193,low,0,18.7,2025-05-25 07:00:00
SEG-10584,39.208131,37.192583,rural,19,3,1,0,72.2,57.0,0.31,moderate,0,24.6,2025-05-25 08:00:00
SEG-10585,39.872108,37.345066,urban,20,3,0,0,51.7,27.0,0.766,congested,0,27.0,2025-05-25 09:00:00
SEG-10586,39.49744,37.236267,urban,19,0,1,0,53.9,36.8,0.44,high,0,50.6,2025-05-25 10:00:00
SEG-10587,39.811193,37.300314,urban,11,5,0,1,51.6,40.4,0.319,moderate,0,16.7,2025-05-25 11:00:00
SEG-10588,39.745831,37.290232,mountain,0,2,0,0,44.0,36.5,0.144,low,0,46.3,2025-05-25 12:00:00
SEG-10589,39.335274,37.002407,mountain,4,2,0,0,37.5,36.6,0.143,low,1,36.2,2025-05-25 13:00:00
SEG-10590,39.74068,36.888744,mountain,2,3,0,0,39.7,33.7,0.261,moderate,0,39.7,2025-05-25 14:00:00
SEG-10591,39.27321,36.958532,highway,12,3,0,0,96.2,79.0,0.203,moderate,0,15.2,2025-05-25 15:00:00
SEG-10592,39.882679,37.077079,mountain,20,3,0,0,36.0,34.1,0.247,moderate,0,26.0,2025-05-25 16:00:00
SEG-10593,39.661935,36.877452,rural,22,6,0,1,66.3,64.5,0.13,low,0,44.7,2025-05-25 17:00:00
SEG-10594,39.467043,37.286337,urban,1,6,0,1,48.9,37.0,0.433,high,0,42.6,2025-05-25 18:00:00
SEG-10595,39.494874,36.973987,highway,7,6,1,1,91.5,59.4,0.567,high,0,40.6,2025-05-25 19:00:00
SEG-10596,39.234406,37.215882,highway,16,4,1,0,87.5,57.1,0.609,high,0,34.2,2025-05-25 20:00:00
SEG-10597,39.749862,37.318392,rural,5,0,0,0,66.6,60.7,0.222,moderate,0,28.9,2025-05-25 21:00:00
SEG-10598,39.851975,37.020323,mountain,13,0,0,0,43.8,32.5,0.313,moderate,0,34.6,2025-05-25 22:00:00
SEG-10599,39.746882,37.363685,highway,18,3,1,0,85.7,48.5,0.769,congested,1,12.2,2025-05-25 23:00:00
