route_id,stop_sequence,stop_id,latitude,longitude,distance_from_prev_km,road_type,planned_arrival,actual_arrival,time_window_open,time_window_close,planned_service_min,actual_service_min,planned_travel_min,actual_travel_min,delay_at_stop_min,missed_time_window,delay_probability,package_count,package_weight_kg
RT-0029,6,STP-00240,39.478218,36.942586,10.97,mountain,2025-06-06 12:57:42,2025-06-06 13:09:48,2025-06-06 12:29:42,2025-06-06 14:13:42,8.8,4.8,17.3,12.6,12.1,0,0.221,14,109.5
RT-0029,7,STP-00241,39.72347,37.112616,15.27,mountain,2025-06-06 13:27:36,2025-06-06 13:43:06,2025-06-06 13:05:36,2025-06-06 14:14:36,12.3,10.0,21.1,22.9,15.5,0,0.28,5,117.6
RT-0030,1,STP-00242,39.763059,37.376279,5.21,urban,2025-06-06 07:57:30,2025-06-06 07:57:00,2025-06-06 07:46:30,2025-06-06 08:47:30,17.0,18.8,-2.5,-4.5,-0.5,0,0.189,10,140.9
RT-0030,2,STP-00243,39.698124,37.218231,16.21,urban,2025-06-06 08:37:18,2025-06-06 08:39:24,2025-06-06 08:15:18,2025-06-06 09:58:18,10.6,9.0,22.8,19.4,2.1,0,0.378,10,12.4
RT-0030,3,STP-00244,39.557383,37.288915,21.05,urban,2025-06-06 09:09:42,2025-06-06 09:06:12,2025-06-06 08:43:42,2025-06-06 10:15:42,8.0,11.3,21.8,21.5,-3.5,0,0.246,11,186.5
RT-0030,4,STP-00245,39.340217,36.810757,17.83,urban,2025-06-06 09:34:30,2025-06-06 09:40:48,2025-06-06 09:12:30,2025-06-06 10:49:30,19.6,17.8,16.8,14.6,6.3,0,0.281,2,199.4
RT-0030,5,STP-00246,39.8508,37.202435,23.22,urban,2025-06-06 10:14:18,2025-06-06 10:14:24,2025-06-06 09:56:18,2025-06-06 11:12:18,13.4,12.6,20.2,17.8,0.1,0,0.104,10,72.9
RT-0030,6,STP-00247,39.685934,37.476239,11.96,urban,2025-06-06 10:43:36,2025-06-06 10:47:24,2025-06-06 10:25:36,2025-06-06 12:21:36,9.4,7.0,15.9,15.8,3.8,0,0.225,2,161.6
RT-0030,7,STP-00248,39.643563,37.495939,19.94,urban,2025-06-06 11:17:30,2025-06-06 11:12:30,2025-06-06 11:07:30,2025-06-06 12:48:30,11.9,12.4,24.5,23.3,-5.0,0,0.271,8,179.8
RT-0031,1,STP-00249,39.774752,36.85322,20.6,urban,2025-06-07 07:20:42,2025-06-07 07:23:06,2025-06-07 07:03:42,2025-06-07 08:26:42,13.0,14.7,20.7,23.2,2.4,0,0.373,12,167.3
RT-0031,2,STP-00250,39.36944,36.985784,13.48,urban,2025-06-07 07:43:30,2025-06-07 07:52:42,2025-06-07 07:27:30,2025-06-07 09:16:30,9.0,7.5,9.8,9.7,9.2,0,0.092,12,138.2
RT-0031,3,STP-00251,39.870595,37.393607,21.37,urban,2025-06-07 08:20:36,2025-06-07 08:20:06,2025-06-07 07:55:36,2025-06-07 10:08:36,16.7,16.9,28.1,32.0,-0.5,0,0.148,2,184.4
RT-0031,4,STP-00252,39.289772,37.168015,9.94,urban,2025-06-07 08:57:30,2025-06-07 08:54:48,2025-06-07 08:31:30,2025-06-07 10:02:30,13.6,15.6,20.2,17.5,-2.7,0,0.169,5,100.7
RT-0031,5,STP-00253,39.205893,37.271872,23.67,urban,2025-06-07 09:44:00,2025-06-07 09:48:24,2025-06-07 09:31:00,2025-06-07 11:43:00,17.9,17.7,32.9,31.2,4.4,0,0.152,13,39.1
RT-0032,1,STP-00254,39.347373,37.290499,10.16,highway,2025-06-07 09:09:12,2025-06-07 09:06:42,2025-06-07 08:40:12,2025-06-07 10:22:12,13.2,15.0,9.2,7.6,-2.5,0,0.149,4,57.5
RT-0032,2,STP-00255,39.799416,36.937244,21.8,highway,2025-06-07 09:48:00,2025-06-07 09:51:06,2025-06-07 09:35:00,2025-06-07 10:52:00,7.0,4.6,25.6,26.4,3.1,0,0.32,10,138.8
RT-0032,3,STP-00256,39.540634,36.975682,19.25,highway,2025-06-07 10:17:24,2025-06-07 10:18:24,2025-06-07 09:47:24,2025-06-07 11:53:24,11.3,10.9,22.4,20.7,1.0,0,0.343,3,199.1
RT-0032,4,STP-00257,39.452673,37.192245,4.05,highway,2025-06-07 10:36:00,2025-06-07 10:39:00,2025-06-07 10:06:00,2025-06-07 11:18:00,8.2,8.8,7.3,5.6,3.0,0,0.373,5,97.9
RT-0032,5,STP-00258,39.746216,37.048576,8.67,highway,2025-06-07 10:57:06,2025-06-07 10:59:30,2025-06-07 10:29:06,2025-06-07 12:50:06,18.0,17.0,12.9,12.2,2.4,0,0.269,10,43.8
RT-0032,6,STP-00259,39.495272,37.228617,13.72,highway,2025-06-07 11:30:42,2025-06-07 11:25:42,2025-06-07 11:16:42,2025-06-07 12:21:42,10.7,7.1,15.6,12.7,-5.0,0,0.162,5,95.4
RT-0032,7,STP-00260,39.511429,37.403965,22.96,highway,2025-06-07 12:13:00,2025-06-07 12:18:00,2025-06-07 11:55:00,2025-06-07 14:00:00,9.7,8.4,31.6,30.6,5.0,0,0.145,11,61.8
RT-0032,8,STP-00261,39.724818,36.9474,15.91,highway,2025-06-07 12:46:48,2025-06-07 12:50:00,2025-06-07 12:29:48,2025-06-07 14:40:48,7.8,11.1,24.1,24.1,3.2,0,0.159,1,29.4
RT-0032,9,STP-00262,39.658383,37.41983,5.1,highway,2025-06-07 13:05:54,2025-06-07 13:09:00,2025-06-07 12:53:54,2025-06-07 13:48:54,5.8,7.0,11.3,11.2,3.1,0,0.124,13,82.4
RT-0032,10,STP-00263,39.804969,37.127035,8.44,highway,2025-06-07 13:20:18,2025-06-07 13:33:24,2025-06-07 13:09:18,2025-06-07 15:14:18,7.0,10.5,8.6,5.8,13.1,0,0.348,14,38.3
RT-0032,11,STP-00264,39.594789,37.166422,23.57,highway,2025-06-07 13:53:00,2025-06-07 14:02:24,2025-06-07 13:24:00,2025-06-07 15:21:00,19.2,17.1,25.7,23.8,9.4,0,0.256,9,39.5
RT-0033,1,STP-00265,39.770766,37.393563,23.0,rural,2025-06-07 10:24:00,2025-06-07 10:24:24,2025-06-07 10:06:00,2025-06-07 11:13:00,6.3,6.3,24.0,22.8,0.4,0,0.138,5,76.3
RT-0033,2,STP-00266,39.583749,36.932,13.32,rural,2025-06-07 10:57:36,2025-06-07 10:58:18,2025-06-07 10:34:36,2025-06-07 12:04:36,19.2,17.2,27.3,23.0,0.7,0,0.353,8,63.4
RT-0033,3,STP-00267,39.735177,37.436968,12.62,rural,2025-06-07 11:31:54,2025-06-07 11:40:12,2025-06-07 11:13:54,2025-06-07 12:11:54,14.7,15.4,15.1,13.0,8.3,0,0.323,14,78.8
RT-0033,4,STP-00268,39.51874,37.116937,18.06,rural,2025-06-07 12:06:30,2025-06-07 12:17:24,2025-06-07 11:54:30,2025-06-07 12:59:30,17.1,17.8,19.9,19.5,10.9,0,0.28,7,41.7
RT-0033,5,STP-00269,39.708975,36.962967,13.82,rural,2025-06-07 12:39:00,2025-06-07 12:47:42,2025-06-07 12:26:00,2025-06-07 13:45:00,19.5,22.6,15.4,14.2,8.7,0,0.06,1,41.3
RT-0033,6,STP-00270,39.302261,36.986553,13.86,rural,2025-06-07 13:12:48,2025-06-07 13:25:06,2025-06-07 13:01:48,2025-06-07 14:24:48,17.0,18.6,14.3,16.5,12.3,0,0.157,6,95.4
RT-0033,7,STP-00271,39.373014,37.496175,14.95,rural,2025-06-07 13:52:12,2025-06-07 14:14:18,2025-06-07 13:39:12,2025-06-07 14:53:12,8.8,12.4,22.4,17.2,22.1,0,0.08,7,166.5
RT-0034,1,STP-00272,39.584706,36.885499,14.47,highway,2025-06-07 10:23:00,2025-06-07 10:22:24,2025-06-07 10:08:00,2025-06-07 12:13:00,15.2,11.9,23.0,22.5,-0.6,0,0.192,5,187.6
RT-0034,2,STP-00273,39.609288,37.077066,9.57,highway,2025-06-07 10:48:36,2025-06-07 10:49:54,2025-06-07 10:25:36,2025-06-07 11:59:36,15.0,15.3,10.4,13.9,1.3,0,0.097,2,51.0
RT-0034,3,STP-00274,39.633051,37.451594,24.31,highway,2025-06-07 11:26:06,2025-06-07 11:22:48,2025-06-07 11:14:06,2025-06-07 12:27:06,15.3,16.0,22.5,23.0,-3.3,0,0.399,3,77.4
RT-0034,4,STP-00275,39.651252,37.043122,16.75,highway,2025-06-07 12:08:12,2025-06-07 12:11:12,2025-06-07 11:43:12,2025-06-07 13:07:12,15.5,17.8,26.8,25.8,3.0,0,0.357,13,25.9
RT-0034,5,STP-00276,39.687926,36.932843,19.13,highway,2025-06-07 12:51:30,2025-06-07 12:53:24,2025-06-07 12:26:30,2025-06-07 14:51:30,15.9,16.5,27.8,26.3,1.9,0,0.075,5,180.2
RT-0034,6,STP-00277,39.773593,37.179124,10.65,highway,2025-06-07 13:19:42,2025-06-07 13:17:36,2025-06-07 13:04:42,2025-06-07 13:57:42,17.5,17.1,12.3,10.2,-2.1,0,0.182,15,172.8
RT-0034,7,STP-00278,39.877014,37.373335,20.07,highway,2025-06-07 13:53:12,2025-06-07 13:54:48,2025-06-07 13:24:12,2025-06-07 14:53:12,18.2,18.9,16.0,15.7,1.6,0,0.076,10,172.1
RT-0034,8,STP-00279,39.784635,36.890842,18.03,highway,2025-06-07 14:33:18,2025-06-07 14:32:48,2025-06-07 14:20:18,2025-06-07 15:15:18,9.2,9.1,21.9,21.2,-0.5,0,0.349,7,130.0
RT-0034,9,STP-00280,39.23436,36.954506,7.45,highway,2025-06-07 14:49:12,2025-06-07 14:51:42,2025-06-07 14:24:12,2025-06-07 16:26:12,13.6,11.7,6.7,4.8,2.5,0,0.287,14,80.8
RT-0035,1,STP-00281,39.823301,37.375419,23.46,highway,2025-06-07 10:29:36,2025-06-07 10:35:12,2025-06-07 09:59:36,2025-06-07 11:06:36,18.3,20.8,29.6,27.5,5.6,0,0.318,2,96.3
RT-0035,2,STP-00282,39.572163,36.932622,4.28,highway,2025-06-07 10:48:30,2025-06-07 10:46:06,2025-06-07 10:32:30,2025-06-07 12:24:30,16.0,17.8,0.6,3.2,-2.4,0,0.21,14,64.3
RT-0035,3,STP-00283,39.66567,37.417977,8.47,highway,2025-06-07 11:12:24,2025-06-07 11:11:54,2025-06-07 10:42:24,2025-06-07 12:55:24,16.2,17.9,7.9,6.5,-0.5,0,0.067,7,150.5
RT-0035,4,STP-00284,39.791398,37.08864,6.97,highway,2025-06-07 11:33:18,2025-06-07 11:37:36,2025-06-07 11:12:18,2025-06-07 12:43:18,7.4,5.3,4.7,-1.8,4.3,0,0.253,10,91.4
RT-0035,5,STP-00285,39.477963,37.308419,21.18,highway,2025-06-07 12:04:30,2025-06-07 12:10:48,2025-06-07 11:46:30,2025-06-07 13:20:30,13.2,12.7,23.8,25.9,6.3,0,0.393,7,154.3
RT-0035,6,STP-00286,39.682803,36.99317,16.11,highway,2025-06-07 12:21:18,2025-06-07 12:24:24,2025-06-07 12:05:18,2025-06-07 13:31:18,9.5,10.0,3.6,7.3,3.1,0,0.221,5,197.0
RT-0035,7,STP-00287,39.379371,37.010212,15.24,highway,2025-06-07 12:51:42,2025-06-07 12:56:12,2025-06-07 12:33:42,2025-06-07 14:07:42,5.6,4.6,20.9,22.1,4.5,0,0.228,6,35.4
RT-0035,8,STP-00288,39.711553,37.203399,15.52,highway,2025-06-07 13:16:18,2025-06-07 13:25:24,2025-06-07 12:48:18,2025-06-07 13:58:18,9.9,8.9,19.0,17.6,9.1,0,0.031,8,38.7
RT-0035,9,STP-00289,39.850057,37.243721,4.23,highway,2025-06-07 13:31:54,2025-06-07 13:37:12,2025-06-07 13:18:54,2025-06-07 14:30:54,17.3,13.4,5.7,5.6,5.3,0,0.253,7,186.4
RT-0035,10,STP-00290,39.475018,37.111931,4.19,highway,2025-06-07 13:49:54,2025-06-07 14:00:42,2025-06-07 13:32:54,2025-06-07 14:38:54,13.5,14.5,0.7,3.8,10.8,0,0.238,6,103.0
RT-0035,11,STP-00291,39.383791,37.078969,14.1,highway,2025-06-07 14:21:00,2025-06-07 14:39:48,2025-06-07 13:56:00,2025-06-07 16:04:00,10.9,8.4,17.6,17.5,18.8,0,0.174,3,70.6
RT-0035,12,STP-00292,39.372372,36.850151,18.35,highway,2025-06-07 14:54:24,2025-06-07 15:09:00,2025-06-07 14:38:24,2025-06-07 16:35:24,8.0,5.8,22.5,20.1,14.6,0,0.311,7,132.2
RT-0036,1,STP-00293,39.413373,37.491356,18.06,rural,2025-06-08 07:19:30,2025-06-08 07:18:24,2025-06-08 06:59:30,2025-06-08 08:33:30,11.2,11.0,19.5,23.0,-1.1,0,0.246,6,72.9
RT-0036,2,STP-00294,39.27866,36.838177,24.78,rural,2025-06-08 07:57:48,2025-06-08 07:58:48,2025-06-08 07:36:48,2025-06-08 08:46:48,5.7,1.8,27.1,32.7,1.0,0,0.38,14,50.5
RT-0036,3,STP-00295,39.718009,36.948313,23.39,rural,2025-06-08 08:37:54,2025-06-08 08:32:54,2025-06-08 08:18:54,2025-06-08 10:04:54,5.2,5.5,34.4,39.5,-5.0,0,0.219,12,161.8
RT-0036,4,STP-00296,39.230437,36.919224,19.51,rural,2025-06-08 08:59:54,2025-06-08 08:58:06,2025-06-08 08:49:54,2025-06-08 10:17:54,19.9,18.4,16.8,17.6,-1.8,0,0.114,12,141.3
RT-0037,1,STP-00297,39.654588,36.961818,4.17,rural,2025-06-08 09:04:36,2025-06-08 09:04:06,2025-06-08 08:43:36,2025-06-08 09:47:36,10.8,11.3,4.6,9.9,-0.5,0,0.152,5,134.3
RT-0037,2,STP-00298,39.698728,36.827827,24.49,rural,2025-06-08 09:48:18,2025-06-08 09:50:48,2025-06-08 09:32:18,2025-06-08 11:22:18,18.0,17.5,32.9,44.6,2.5,0,0.369,9,22.2
RT-0037,3,STP-00299,39.550876,37.368325,9.71,rural,2025-06-08 10:09:42,2025-06-08 10:11:00,2025-06-08 09:39:42,2025-06-08 11:17:42,5.3,10.8,3.4,4.8,1.3,0,0.25,11,73.6
RT-0037,4,STP-00300,39.296082,37.310923,22.33,rural,2025-06-08 10:48:54,2025-06-08 10:44:12,2025-06-08 10:31:54,2025-06-08 11:37:54,5.4,7.1,33.9,42.3,-4.7,0,0.208,9,190.1
RT-0037,5,STP-00301,39.34473,36.897004,17.92,rural,2025-06-08 11:21:06,2025-06-08 11:16:48,2025-06-08 11:02:06,2025-06-08 13:08:06,11.3,13.5,26.8,33.1,-4.3,0,0.217,10,34.8
RT-0037,6,STP-00302,39.310634,36.84747,20.6,rural,2025-06-08 11:59:54,2025-06-08 11:57:48,2025-06-08 11:36:54,2025-06-08 12:47:54,15.6,13.5,27.5,33.8,-2.1,0,0.213,9,182.4
RT-0037,7,STP-00303,39.775189,37.245793,18.83,rural,2025-06-08 12:41:54,2025-06-08 12:51:48,2025-06-08 12:18:54,2025-06-08 14:03:54,7.2,10.3,26.4,32.7,9.9,0,0.295,1,154.3
RT-0037,8,STP-00304,39.361639,36.818259,6.34,rural,2025-06-08 12:57:42,2025-06-08 13:04:18,2025-06-08 12:28:42,2025-06-08 14:39:42,5.4,3.7,8.6,9.0,6.6,0,0.032,10,125.3
RT-0037,9,STP-00305,39.358391,37.086012,20.16,rural,2025-06-08 13:33:42,2025-06-08 13:47:00,2025-06-08 13:11:42,2025-06-08 15:05:42,12.0,12.2,30.6,38.0,13.3,0,0.388,11,77.9
RT-0037,10,STP-00306,39.80699,37.14296,23.36,rural,2025-06-08 14:17:06,2025-06-08 14:26:06,2025-06-08 14:05:06,2025-06-08 15:09:06,15.1,12.5,31.4,45.4,9.0,0,0.13,4,152.8
RT-0037,11,STP-00307,39.615664,37.167661,13.07,rural,2025-06-08 14:48:00,2025-06-08 15:05:54,2025-06-08 14:28:00,2025-06-08 16:08:00,5.6,3.5,15.8,17.7,17.9,0,0.35,12,165.7
RT-0038,1,STP-00308,39.641454,36.834507,14.45,highway,2025-06-08 08:08:24,2025-06-08 08:11:12,2025-06-08 07:46:24,2025-06-08 08:43:24,5.6,4.7,8.4,6.1,2.8,0,0.116,4,106.1
RT-0038,2,STP-00309,39.780925,37.116189,11.76,highway,2025-06-08 08:25:00,2025-06-08 08:34:42,2025-06-08 08:14:00,2025-06-08 10:23:00,11.9,11.8,11.0,9.9,9.7,0,0.289,7,62.4
RT-0038,3,STP-00310,39.827632,37.427056,5.49,highway,2025-06-08 08:45:36,2025-06-08 08:40:36,2025-06-08 08:25:36,2025-06-08 10:12:36,15.4,15.7,8.7,10.9,-5.0,0,0.353,3,81.6
RT-0038,4,STP-00311,39.45406,37.166672,4.98,highway,2025-06-08 09:03:42,2025-06-08 09:13:54,2025-06-08 08:50:42,2025-06-08 09:44:42,15.7,17.1,2.7,4.3,10.2,0,0.154,3,145.1
RT-0038,5,STP-00312,39.305063,37.408173,20.4,highway,2025-06-08 09:31:42,2025-06-08 09:37:36,2025-06-08 09:16:42,2025-06-08 10:43:42,10.7,9.5,12.3,9.6,5.9,0,0.072,7,13.6
RT-0038,6,STP-00313,39.202473,37.335777,18.67,highway,2025-06-08 10:01:00,2025-06-08 10:11:42,2025-06-08 09:46:00,2025-06-08 10:46:00,16.5,13.5,18.6,22.7,10.7,0,0.005,8,61.3
RT-0039,1,STP-00314,39.620071,36.971299,21.82,mountain,2025-06-08 07:25:42,2025-06-08 07:25:36,2025-06-08 07:00:42,2025-06-08 08:53:42,18.2,18.6,25.7,25.0,-0.1,0,0.219,4,47.3
RT-0039,2,STP-00315,39.604665,37.2223,16.63,mountain,2025-06-08 07:55:06,2025-06-08 07:51:48,2025-06-08 07:34:06,2025-06-08 08:29:06,5.7,6.1,11.2,11.5,-3.3,0,0.132,3,15.7
RT-0039,3,STP-00316,39.518736,37.205276,4.93,mountain,2025-06-08 08:19:06,2025-06-08 08:29:12,2025-06-08 07:50:06,2025-06-08 10:02:06,7.4,6.2,18.3,18.6,10.1,0,0.373,5,124.2
RT-0039,4,STP-00317,39.686234,36.992093,5.05,mountain,2025-06-08 08:31:06,2025-06-08 08:38:42,2025-06-08 08:04:06,2025-06-08 09:09:06,10.7,11.7,4.6,4.3,7.6,0,0.211,2,152.9
RT-0039,5,STP-00318,39.853724,37.490395,14.54,mountain,2025-06-08 08:57:00,2025-06-08 08:55:48,2025-06-08 08:31:00,2025-06-08 09:38:00,6.6,6.9,15.2,12.2,-1.2,0,0.115,12,196.0
RT-0039,6,STP-00319,39.548419,37.365586,16.39,mountain,2025-06-08 09:20:48,2025-06-08 09:31:42,2025-06-08 08:51:48,2025-06-08 11:02:48,19.9,20.0,17.2,14.0,10.9,0,0.353,6,185.8
RT-0039,7,STP-00320,39.489829,37.033655,8.12,mountain,2025-06-08 09:49:36,2025-06-08 10:01:24,2025-06-08 09:36:36,2025-06-08 10:45:36,6.8,-0.3,8.9,11.2,11.8,0,0.224,8,127.0
RT-0039,8,STP-00321,39.279686,37.033298,17.03,mountain,2025-06-08 10:20:12,2025-06-08 10:32:36,2025-06-08 10:01:12,2025-06-08 11:54:12,9.2,8.1,23.8,20.6,12.4,0,0.158,13,18.2
RT-0039,9,STP-00322,39.537047,37.23904,15.52,mountain,2025-06-08 10:57:12,2025-06-08 11:10:42,2025-06-08 10:32:12,2025-06-08 12:27:12,7.9,5.1,27.8,28.6,13.5,0,0.357,14,70.9
RT-0039,10,STP-00323,39.588624,36.813103,14.81,mountain,2025-06-08 11:18:24,2025-06-08 11:45:48,2025-06-08 10:52:24,2025-06-08 12:26:24,11.2,10.0,13.3,10.5,27.4,0,0.231,12,15.9
RT-0040,1,STP-00324,39.599687,37.072696,20.59,rural,2025-06-08 10:28:18,2025-06-08 10:25:18,2025-06-08 10:08:18,2025-06-08 11:46:18,19.5,16.8,28.3,35.5,-3.0,0,0.238,5,168.9
RT-0040,2,STP-00325,39.78062,37.01184,22.02,rural,2025-06-08 11:14:18,2025-06-08 11:09:18,2025-06-08 11:02:18,2025-06-08 12:47:18,9.7,8.4,26.5,37.2,-5.0,0,0.21,1,57.9
RT-0040,3,STP-00326,39.438081,37.13843,6.85,rural,2025-06-08 11:31:12,2025-06-08 11:32:12,2025-06-08 11:21:12,2025-06-08 13:02:12,8.0,7.3,7.2,10.7,1.0,0,0.35,2,91.5
RT-0040,4,STP-00327,39.699574,37.165641,9.83,rural,2025-06-08 11:47:00,2025-06-08 11:54:54,2025-06-08 11:33:00,2025-06-08 12:43:00,6.5,4.3,7.8,10.2,7.9,0,0.002,9,137.0
RT-0040,5,STP-00328,39.215736,37.330946,23.51,rural,2025-06-08 12:19:06,2025-06-08 12:15:36,2025-06-08 12:06:06,2025-06-08 13:55:06,6.3,3.0,25.6,34.9,-3.5,0,0.256,8,178.4
RT-0040,6,STP-00329,39.21068,37.236061,7.62,rural,2025-06-08 12:35:48,2025-06-08 12:42:24,2025-06-08 12:22:48,2025-06-08 13:39:48,13.0,14.3,10.4,15.0,6.6,0,0.206,13,91.0
RT-0040,7,STP-00330,39.82457,37.178404,7.54,rural,2025-06-08 12:55:18,2025-06-08 13:03:30,2025-06-08 12:27:18,2025-06-08 13:56:18,7.1,8.6,6.5,9.6,8.2,0,0.02,12,161.8
RT-0040,8,STP-00331,39.785322,37.289556,3.64,rural,2025-06-08 13:08:06,2025-06-08 13:14:18,2025-06-08 12:53:06,2025-06-08 15:08:06,10.8,9.3,5.7,5.5,6.2,0,0.247,2,88.2
RT-0040,9,STP-00332,39.843782,37.127793,9.87,rural,2025-06-08 13:34:00,2025-06-08 13:35:48,2025-06-08 13:10:00,2025-06-08 15:16:00,15.1,17.8,15.1,22.9,1.8,0,0.182,9,20.3
RT-0041,1,STP-00333,39.752145,37.417683,13.35,mountain,2025-06-09 09:18:42,2025-06-09 09:17:48,2025-06-09 08:56:42,2025-06-09 10:11:42,18.4,15.6,18.7,22.1,-0.9,0,0.181,5,183.0
RT-0041,2,STP-00334,39.48398,37.299991,3.67,mountain,2025-06-09 09:36:54,2025-06-09 09:37:36,2025-06-09 09:15:54,2025-06-09 11:23:54,11.9,10.8,-0.2,-2.4,0.7,0,0.043,3,60.0
RT-0041,3,STP-00335,39.468672,37.0385,15.24,mountain,2025-06-09 10:10:54,2025-06-09 10:12:54,2025-06-09 09:41:54,2025-06-09 11:11:54,11.9,10.3,22.1,22.0,2.0,0,0.326,10,85.6
RT-0041,4,STP-00336,39.698336,37.385724,16.0,mountain,2025-06-09 10:43:06,2025-06-09 10:38:42,2025-06-09 10:28:06,2025-06-09 12:37:06,16.8,13.9,20.3,23.4,-4.4,0,0.046,9,140.4
RT-0041,5,STP-00337,39.73994,37.065238,16.11,mountain,2025-06-09 11:18:12,2025-06-09 11:21:00,2025-06-09 11:06:12,2025-06-09 13:04:12,11.7,14.0,18.3,25.4,2.8,0,0.198,5,191.4
RT-0041,6,STP-00338,39.404052,37.230901,17.52,mountain,2025-06-09 11:58:42,2025-06-09 12:05:18,2025-06-09 11:48:42,2025-06-09 12:46:42,18.3,16.4,28.8,34.3,6.6,0,0.179,15,152.2
RT-0041,7,STP-00339,39.628044,37.157297,7.52,mountain,2025-06-09 12:29:06,2025-06-09 12:29:48,2025-06-09 12:06:06,2025-06-09 13:43:06,16.9,16.7,12.1,17.5,0.7,0,0.339,11,64.4
RT-0041,8,STP-00340,39.364669,37.291555,21.76,mountain,2025-06-09 13:22:06,2025-06-09 13:30:06,2025-06-09 13:01:06,2025-06-09 14:06:06,19.5,16.4,36.1,47.0,8.0,0,0.158,1,142.2
RT-0041,9,STP-00341,39.452202,37.092065,10.0,mountain,2025-06-09 13:50:00,2025-06-09 13:59:30,2025-06-09 13:36:00,2025-06-09 14:44:00,13.2,11.9,8.4,6.7,9.5,0,0.115,11,38.8
RT-0041,10,STP-00342,39.259264,37.24957,22.2,mountain,2025-06-09 14:30:24,2025-06-09 14:40:00,2025-06-09 14:05:24,2025-06-09 16:24:24,14.7,17.1,27.2,27.8,9.6,0,0.166,3,145.7
RT-0041,11,STP-00343,39.358019,37.09734,13.03,mountain,2025-06-09 15:02:24,2025-06-09 15:07:48,2025-06-09 14:39:24,2025-06-09 16:42:24,11.4,9.6,17.3,22.1,5.4,0,0.003,3,93.6
RT-0041,12,STP-00344,39.693418,36.879215,13.96,mountain,2025-06-09 15:29:36,2025-06-09 15:35:24,2025-06-09 15:08:36,2025-06-09 16:03:36,9.0,8.6,15.8,22.0,5.8,0,0.193,15,111.5
RT-0042,1,STP-00345,39.371662,37.241464,6.13,highway,2025-06-09 10:05:42,2025-06-09 10:00:42,2025-06-09 09:39:42,2025-06-09 10:45:42,19.8,19.4,5.7,3.7,-5.0,0,0.265,13,59.5
RT-0042,2,STP-00346,39.558864,37.128463,17.71,highway,2025-06-09 10:44:12,2025-06-09 10:39:12,2025-06-09 10:24:12,2025-06-09 12:22:12,13.7,11.5,18.7,21.5,-5.0,0,0.294,10,15.3
RT-0042,3,STP-00347,39.242992,37.131212,12.26,highway,2025-06-09 11:21:18,2025-06-09 11:19:06,2025-06-09 10:52:18,2025-06-09 12:29:18,9.3,6.8,23.4,26.1,-2.2,0,0.068,1,140.5
RT-0042,4,STP-00348,39.376436,37.231058,4.14,highway,2025-06-09 11:44:36,2025-06-09 11:44:00,2025-06-09 11:30:36,2025-06-09 13:18:36,14.4,16.0,14.0,18.9,-0.6,0,0.11,5,99.5
RT-0043,1,STP-00349,39.539443,37.35956,3.31,rural,2025-06-09 08:06:18,2025-06-09 08:08:18,2025-06-09 07:45:18,2025-06-09 08:58:18,13.9,17.0,6.3,7.6,2.0,0,0.345,3,133.5
RT-0043,2,STP-00350,39.646302,36.9476,10.54,rural,2025-06-09 08:35:18,2025-06-09 08:37:18,2025-06-09 08:12:18,2025-06-09 09:54:18,19.0,21.1,15.1,18.9,2.0,0,0.294,3,168.3
RT-0043,3,STP-00351,39.845721,36.963563,10.59,rural,2025-06-09 09:01:48,2025-06-09 08:56:48,2025-06-09 08:36:48,2025-06-09 10:09:48,6.7,7.4,7.5,4.5,-5.0,0,0.273,3,95.5
RT-0043,4,STP-00352,39.678013,36.828712,11.58,rural,2025-06-09 09:21:54,2025-06-09 09:29:12,2025-06-09 08:57:54,2025-06-09 10:39:54,11.5,6.9,13.4,14.4,7.3,0,0.367,5,185.8
RT-0043,5,STP-00353,39.608924,37.122776,17.02,rural,2025-06-09 09:58:54,2025-06-09 10:00:48,2025-06-09 09:40:54,2025-06-09 11:02:54,18.8,17.3,25.5,32.1,1.9,0,0.27,14,58.2
RT-0043,6,STP-00354,39.782183,36.808373,8.32,rural,2025-06-09 10:23:36,2025-06-09 10:20:00,2025-06-09 10:08:36,2025-06-09 11:33:36,12.8,11.9,5.9,4.5,-3.6,0,0.039,11,139.6
RT-0043,7,STP-00355,39.825777,36.951777,5.29,rural,2025-06-09 10:39:24,2025-06-09 10:44:30,2025-06-09 10:10:24,2025-06-09 11:20:24,9.2,10.1,3.0,6.2,5.1,0,0.24,4,11.6
RT-0043,8,STP-00356,39.277592,36.928984,5.68,rural,2025-06-09 10:57:30,2025-06-09 11:02:24,2025-06-09 10:27:30,2025-06-09 12:39:30,14.1,12.9,8.9,11.5,4.9,0,0.118,7,133.0
RT-0043,9,STP-00357,39.743974,37.067959,17.53,rural,2025-06-09 11:37:30,2025-06-09 11:47:00,2025-06-09 11:17:30,2025-06-09 12:39:30,19.9,20.6,25.9,32.5,9.5,0,0.133,13,88.3
RT-0043,10,STP-00358,39.275901,37.178443,4.32,rural,2025-06-09 12:06:24,2025-06-09 12:15:06,2025-06-09 11:50:24,2025-06-09 13:54:24,11.6,13.4,9.0,8.9,8.7,0,0.173,8,196.0
RT-0043,11,STP-00359,39.548391,37.257006,16.51,rural,2025-06-09 12:42:06,2025-06-09 12:57:54,2025-06-09 12:14:06,2025-06-09 13:44:06,8.9,8.5,24.1,30.0,15.8,0,0.0,1,19.2
